TRANSFER_ID,PAYER_ACCOUNT,PAYEE_ACCOUNT,CHANNEL,AMOUNT,CURRENCY,PAYER_COUNTRY,PAYEE_COUNTRY,BOOKED_DATE,BOOKED_AT
TX-000764,ACC-1037,ACC-1072,cash_deposit,935.30,EUR,IT,IT,2026-09-02,2026-09-02 04:12:56
TX-000765,ACC-1000,ACC-1115,card,318.96,EUR,NL,ES,2026-09-02,2026-09-02 05:56:49
TX-000766,ACC-1055,ACC-1093,card,315.07,EUR,IT,NL,2026-09-02,2026-09-02 07:05:53
TX-000767,ACC-1095,ACC-1085,wire,97.97,EUR,IT,ES,2026-09-02,2026-09-02 01:56:56
TX-000768,ACC-1031,ACC-1097,wire,117.12,EUR,PL,FR,2026-09-02,2026-09-02 15:06:27
TX-000769,ACC-1137,ACC-1008,wire,64.63,EUR,IT,NL,2026-09-02,2026-09-02 10:56:52
TX-000770,ACC-1073,ACC-1051,cash_deposit,174.04,EUR,ES,FR,2026-09-02,2026-09-02 00:20:50
TX-000771,ACC-1064,ACC-1085,wire,135.00,EUR,DE,ES,2026-09-02,2026-09-02 12:42:53
TX-000772,ACC-1088,ACC-1017,wire,123.61,EUR,ES,IT,2026-09-02,2026-09-02 10:07:38
TX-000773,ACC-1036,ACC-1144,wire,129.19,EUR,ES,FR,2026-09-02,2026-09-02 22:16:06
TX-000774,ACC-1058,ACC-1093,crypto,92.74,EUR,NL,NL,2026-09-02,2026-09-02 14:35:27
TX-000775,ACC-1140,ACC-1145,card,60.45,EUR,PL,FR,2026-09-02,2026-09-02 16:02:31
TX-000776,ACC-1098,ACC-1071,wire,325.09,EUR,IT,NL,2026-09-02,2026-09-02 12:01:29
TX-000777,ACC-1072,ACC-1130,crypto,138.72,EUR,IT,PL,2026-09-02,2026-09-02 06:29:15
TX-000778,ACC-1049,ACC-1002,cash_deposit,140.00,EUR,PL,ES,2026-09-02,2026-09-02 19:33:09
TX-000779,ACC-1040,ACC-1005,cash_deposit,498.35,EUR,IT,IT,2026-09-02,2026-09-02 13:51:03
TX-000780,ACC-1060,ACC-1068,crypto,232.74,EUR,NL,PL,2026-09-02,2026-09-02 12:07:57
TX-000781,ACC-1084,ACC-1042,card,71.68,EUR,NL,ES,2026-09-02,2026-09-02 23:39:17
TX-000782,ACC-1076,ACC-1000,wire,68.59,EUR,NL,NL,2026-09-02,2026-09-02 10:35:28
TX-000783,ACC-1076,ACC-1005,card,52.67,EUR,NL,IT,2026-09-02,2026-09-02 15:09:50
TX-000784,ACC-1071,ACC-1097,wire,146.81,EUR,NL,FR,2026-09-02,2026-09-02 13:50:52
TX-000785,ACC-1041,ACC-1091,wire,157.83,EUR,PL,PL,2026-09-02,2026-09-02 22:26:57
TX-000786,ACC-1048,ACC-1129,wire,149.51,EUR,PL,PL,2026-09-02,2026-09-02 06:08:59
TX-000787,ACC-1030,ACC-1064,card,486.13,EUR,PL,DE,2026-09-02,2026-09-02 16:44:50
TX-000788,ACC-1006,ACC-1084,card,69.35,EUR,ES,NL,2026-09-02,2026-09-02 23:59:40
TX-000789,ACC-1025,ACC-1012,wire,46.34,EUR,FR,NL,2026-09-02,2026-09-02 09:15:52
TX-000790,ACC-1063,ACC-1067,wire,104.29,EUR,ES,FR,2026-09-02,2026-09-02 18:41:57
TX-000791,ACC-1130,ACC-1025,card,131.01,EUR,PL,FR,2026-09-02,2026-09-02 18:56:56
TX-000792,ACC-1021,ACC-1054,card,413.11,EUR,PL,FR,2026-09-02,2026-09-02 15:26:56
TX-000793,ACC-1096,ACC-1142,cash_deposit,154.89,EUR,FR,DE,2026-09-02,2026-09-02 08:28:10
TX-000794,ACC-1050,ACC-1091,wire,188.50,EUR,PL,PL,2026-09-02,2026-09-02 19:24:57
TX-000795,ACC-1125,ACC-1065,card,144.47,EUR,DE,FR,2026-09-02,2026-09-02 22:52:23
TX-000796,ACC-1105,ACC-1015,cash_deposit,569.79,EUR,NL,DE,2026-09-02,2026-09-02 16:54:24
TX-000797,ACC-1076,ACC-1039,wire,38.32,EUR,NL,FR,2026-09-02,2026-09-02 03:12:24
TX-000798,ACC-1001,ACC-1015,cash_deposit,35.70,EUR,FR,DE,2026-09-02,2026-09-02 22:53:17
TX-000799,ACC-1025,ACC-1065,card,49.95,EUR,FR,FR,2026-09-02,2026-09-02 15:59:56
TX-000800,ACC-1020,ACC-1124,crypto,80.98,EUR,IT,ES,2026-09-02,2026-09-02 14:58:55
TX-000801,ACC-1099,ACC-1045,wire,39.25,EUR,PL,FR,2026-09-02,2026-09-02 04:13:46
TX-000802,ACC-1144,ACC-1131,cash_deposit,522.90,EUR,FR,FR,2026-09-02,2026-09-02 19:15:35
TX-000803,ACC-1069,ACC-1073,wire,47.09,EUR,IT,ES,2026-09-02,2026-09-02 13:39:39
TX-000804,ACC-1058,ACC-1041,wire,237.75,EUR,NL,PL,2026-09-02,2026-09-02 10:04:49
TX-000805,ACC-1073,ACC-1132,wire,121.99,EUR,ES,FR,2026-09-02,2026-09-02 16:34:14
TX-000806,ACC-1019,ACC-1133,card,291.65,EUR,NL,IT,2026-09-02,2026-09-02 19:56:53
TX-000807,ACC-1046,ACC-1125,wire,137.79,EUR,NL,DE,2026-09-02,2026-09-02 15:36:16
TX-000808,ACC-1061,ACC-1116,cash_deposit,567.63,EUR,FR,DE,2026-09-02,2026-09-02 18:41:50
TX-000809,ACC-1136,ACC-1111,card,48.28,EUR,ES,IT,2026-09-02,2026-09-02 00:57:03
TX-000810,ACC-1074,ACC-1022,cash_deposit,255.79,EUR,ES,FR,2026-09-02,2026-09-02 02:40:02
TX-000811,ACC-1092,ACC-1102,wire,70.88,EUR,IT,NL,2026-09-02,2026-09-02 21:50:08
TX-000812,ACC-1000,ACC-1036,card,101.93,EUR,NL,ES,2026-09-02,2026-09-02 08:49:22
TX-000813,ACC-1128,ACC-1024,wire,64.30,EUR,ES,ES,2026-09-02,2026-09-02 23:47:10
TX-000814,ACC-1059,ACC-1137,wire,59.00,EUR,PL,IT,2026-09-02,2026-09-02 17:34:45
TX-000815,ACC-1070,ACC-1082,crypto,69.95,EUR,ES,IT,2026-09-02,2026-09-02 10:25:34
TX-000816,ACC-1042,ACC-1065,card,183.50,EUR,ES,FR,2026-09-02,2026-09-02 08:35:48
TX-000817,ACC-1066,ACC-1106,card,369.13,EUR,DE,NL,2026-09-02,2026-09-02 18:22:54
TX-000818,ACC-1041,ACC-1024,cash_deposit,442.01,EUR,PL,ES,2026-09-02,2026-09-02 10:07:39
TX-000819,ACC-1062,ACC-1113,cash_deposit,219.32,EUR,PL,ES,2026-09-02,2026-09-02 20:33:59
TX-000820,ACC-1022,ACC-1124,wire,1268.50,EUR,FR,ES,2026-09-02,2026-09-02 13:53:10
TX-000821,ACC-1063,ACC-1116,wire,128.28,EUR,ES,DE,2026-09-02,2026-09-02 00:03:58
TX-000822,ACC-1070,ACC-1112,card,436.02,EUR,ES,DE,2026-09-02,2026-09-02 09:17:49
TX-000823,ACC-1133,ACC-1003,wire,195.84,EUR,IT,IT,2026-09-02,2026-09-02 23:27:37
TX-000824,ACC-1130,ACC-1069,card,139.33,EUR,PL,IT,2026-09-02,2026-09-02 10:07:43
TX-000825,ACC-1116,ACC-1081,wire,88.15,EUR,DE,NL,2026-09-02,2026-09-02 23:43:42
TX-000826,ACC-1130,ACC-1118,wire,112.06,EUR,PL,FR,2026-09-02,2026-09-02 15:37:33
TX-000827,ACC-1064,ACC-1074,wire,361.20,EUR,DE,ES,2026-09-02,2026-09-02 23:16:36
TX-000828,ACC-1001,ACC-1141,cash_deposit,107.29,EUR,FR,ES,2026-09-02,2026-09-02 07:08:02
TX-000829,ACC-1117,ACC-1023,wire,329.20,EUR,IT,FR,2026-09-02,2026-09-02 17:45:14
TX-000830,ACC-1037,ACC-1126,wire,70.47,EUR,IT,DE,2026-09-02,2026-09-02 00:56:01
TX-000831,ACC-1095,ACC-1010,wire,455.42,EUR,IT,ES,2026-09-02,2026-09-02 08:05:24
TX-000832,ACC-1128,ACC-1098,card,44.07,EUR,ES,IT,2026-09-02,2026-09-02 10:28:42
TX-000833,ACC-1007,ACC-1061,wire,116.31,EUR,PL,FR,2026-09-02,2026-09-02 17:22:53
TX-000834,ACC-1023,ACC-1021,cash_deposit,67.29,EUR,FR,PL,2026-09-02,2026-09-02 04:40:33
TX-000835,ACC-1116,ACC-1138,cash_deposit,89.07,EUR,DE,IT,2026-09-02,2026-09-02 08:48:26
TX-000836,ACC-1095,ACC-1101,wire,51.21,EUR,IT,PL,2026-09-02,2026-09-02 18:05:55
TX-000837,ACC-1035,ACC-1061,card,140.05,EUR,ES,FR,2026-09-02,2026-09-02 23:00:07
TX-000838,ACC-1072,ACC-1057,wire,53.66,EUR,IT,ES,2026-09-02,2026-09-02 10:14:29
TX-000839,ACC-1014,ACC-1063,wire,178.54,EUR,PL,ES,2026-09-02,2026-09-02 09:30:52
TX-000840,ACC-1074,ACC-1081,card,101.03,EUR,ES,NL,2026-09-02,2026-09-02 17:12:38
TX-000841,ACC-1011,ACC-1080,cash_deposit,276.89,EUR,NL,NL,2026-09-02,2026-09-02 05:47:58
TX-000842,ACC-1022,ACC-1144,card,200.66,EUR,FR,FR,2026-09-02,2026-09-02 08:42:56
TX-000843,ACC-1117,ACC-1094,card,97.31,EUR,IT,ES,2026-09-02,2026-09-02 22:14:49
TX-000844,ACC-1106,ACC-1042,wire,92.93,EUR,NL,ES,2026-09-02,2026-09-02 10:31:46
TX-000845,ACC-1085,ACC-1041,crypto,143.45,EUR,ES,PL,2026-09-02,2026-09-02 11:18:56
TX-000846,ACC-1112,ACC-1064,card,299.13,EUR,DE,DE,2026-09-02,2026-09-02 14:13:34
TX-000847,ACC-1145,ACC-1004,wire,1054.03,EUR,FR,PL,2026-09-02,2026-09-02 10:04:28
TX-000848,ACC-1028,ACC-1132,card,509.40,EUR,FR,FR,2026-09-02,2026-09-02 23:48:43
TX-000849,ACC-1059,ACC-1110,wire,125.95,EUR,PL,IT,2026-09-02,2026-09-02 11:43:51
TX-000850,ACC-1041,ACC-1042,cash_deposit,86.28,EUR,PL,ES,2026-09-02,2026-09-02 15:44:46
TX-000851,ACC-1081,ACC-1065,card,165.08,EUR,NL,FR,2026-09-02,2026-09-02 17:58:12
TX-000852,ACC-1112,ACC-1062,wire,45.64,EUR,DE,PL,2026-09-02,2026-09-02 10:45:17
TX-000853,ACC-1104,ACC-1009,wire,388.17,EUR,PL,DE,2026-09-02,2026-09-02 08:00:43
TX-000854,ACC-1021,ACC-1075,wire,47.54,EUR,PL,PL,2026-09-02,2026-09-02 19:45:03
TX-000855,ACC-1077,ACC-1006,card,207.88,EUR,IT,ES,2026-09-02,2026-09-02 00:42:50
TX-000856,ACC-1053,ACC-1078,card,31.24,EUR,DE,IT,2026-09-02,2026-09-02 16:57:27
TX-000857,ACC-1046,ACC-1002,card,49.97,EUR,NL,ES,2026-09-02,2026-09-02 21:55:39
TX-000858,ACC-1020,ACC-1062,card,441.56,EUR,IT,PL,2026-09-02,2026-09-02 21:37:46
TX-000859,ACC-1130,ACC-1026,wire,45.30,EUR,PL,PL,2026-09-02,2026-09-02 01:55:19
TX-000860,ACC-1029,ACC-1074,wire,65.32,EUR,FR,ES,2026-09-02,2026-09-02 02:56:58
TX-000861,ACC-1013,ACC-1096,wire,244.28,EUR,ES,FR,2026-09-02,2026-09-02 07:41:49
TX-000862,ACC-1038,ACC-1043,card,420.74,EUR,NL,IT,2026-09-02,2026-09-02 08:40:08
TX-000863,ACC-1016,ACC-1097,card,149.13,EUR,ES,FR,2026-09-02,2026-09-02 01:35:43
TX-000864,ACC-1078,ACC-1027,crypto,102.31,EUR,IT,ES,2026-09-02,2026-09-02 22:35:59
TX-000865,ACC-1077,ACC-1096,card,237.19,EUR,IT,FR,2026-09-02,2026-09-02 14:05:44
TX-000866,ACC-1020,ACC-1131,card,146.96,EUR,IT,FR,2026-09-02,2026-09-02 20:09:14
TX-000867,ACC-1036,ACC-1089,card,315.59,EUR,ES,NL,2026-09-02,2026-09-02 04:56:31
TX-000868,ACC-1102,ACC-1067,card,83.26,EUR,NL,FR,2026-09-02,2026-09-02 11:59:10
TX-000869,ACC-1063,ACC-1082,wire,611.63,EUR,ES,IT,2026-09-02,2026-09-02 19:45:03
TX-000870,ACC-1103,ACC-1051,wire,85.17,EUR,FR,FR,2026-09-02,2026-09-02 23:20:19
TX-000871,ACC-1032,ACC-1137,card,252.12,EUR,DE,IT,2026-09-02,2026-09-02 19:56:52
TX-000872,ACC-1070,ACC-1127,wire,96.18,EUR,ES,DE,2026-09-02,2026-09-02 05:00:32
TX-000873,ACC-1098,ACC-1088,card,82.33,EUR,IT,ES,2026-09-02,2026-09-02 09:41:42
TX-000874,ACC-1076,ACC-1143,wire,113.06,EUR,NL,PL,2026-09-02,2026-09-02 08:46:30
TX-000875,ACC-1061,ACC-1063,wire,149.76,EUR,FR,ES,2026-09-02,2026-09-02 08:43:59
TX-000876,ACC-1068,ACC-1062,cash_deposit,213.10,EUR,PL,PL,2026-09-02,2026-09-02 08:15:04
TX-000877,ACC-1104,ACC-1032,wire,958.97,EUR,PL,DE,2026-09-02,2026-09-02 10:18:05
TX-000878,ACC-1098,ACC-1015,card,176.01,EUR,IT,DE,2026-09-02,2026-09-02 04:25:39
TX-000879,ACC-1149,ACC-1105,wire,48.61,EUR,FR,NL,2026-09-02,2026-09-02 02:18:18
TX-000880,ACC-1137,ACC-1085,card,53.74,EUR,IT,ES,2026-09-02,2026-09-02 04:32:53
TX-000881,ACC-1143,ACC-1059,card,115.96,EUR,PL,PL,2026-09-02,2026-09-02 00:54:32
TX-000882,ACC-1049,ACC-1077,card,98.78,EUR,PL,IT,2026-09-02,2026-09-02 19:38:47
TX-000883,ACC-1138,ACC-1078,card,57.24,EUR,IT,IT,2026-09-02,2026-09-02 21:07:01
TX-000884,ACC-1050,ACC-1081,card,61.17,EUR,PL,NL,2026-09-02,2026-09-02 03:02:10
TX-000885,ACC-1030,ACC-1117,cash_deposit,95.87,EUR,PL,IT,2026-09-02,2026-09-02 11:01:01
TX-000886,ACC-1116,ACC-1099,card,232.63,EUR,DE,PL,2026-09-02,2026-09-02 02:34:10
TX-000887,ACC-1017,ACC-1090,cash_deposit,142.43,EUR,IT,NL,2026-09-02,2026-09-02 21:38:32
TX-000888,ACC-1020,ACC-1103,card,45.66,EUR,IT,FR,2026-09-02,2026-09-02 05:26:31
TX-000889,ACC-1129,ACC-1066,card,610.66,EUR,PL,DE,2026-09-02,2026-09-02 22:54:37
TX-000890,ACC-1028,ACC-1133,card,38.43,EUR,FR,IT,2026-09-02,2026-09-02 03:30:08
TX-000891,ACC-1001,ACC-1052,wire,473.61,EUR,FR,DE,2026-09-02,2026-09-02 18:57:48
TX-000892,ACC-1035,ACC-1094,cash_deposit,104.68,EUR,ES,ES,2026-09-02,2026-09-02 21:07:38
TX-000893,ACC-1062,ACC-1117,card,78.12,EUR,PL,IT,2026-09-02,2026-09-02 21:42:18
TX-000894,ACC-1056,ACC-1140,card,71.38,EUR,DE,PL,2026-09-02,2026-09-02 01:11:56
TX-000895,ACC-1050,ACC-1003,card,147.38,EUR,PL,IT,2026-09-02,2026-09-02 04:00:48
TX-000896,ACC-1075,ACC-1006,cash_deposit,87.89,EUR,PL,ES,2026-09-02,2026-09-02 18:10:35
TX-000897,ACC-1130,ACC-1104,cash_deposit,269.61,EUR,PL,PL,2026-09-02,2026-09-02 09:51:38
TX-000898,ACC-1071,ACC-1070,wire,1427.36,EUR,NL,ES,2026-09-02,2026-09-02 20:56:47
TX-000899,ACC-1142,ACC-1099,card,266.87,EUR,DE,PL,2026-09-02,2026-09-02 17:10:08
TX-000900,ACC-1068,ACC-1052,wire,94.50,EUR,PL,DE,2026-09-02,2026-09-02 23:34:49
