TRANSFER_ID,PAYER_ACCOUNT,PAYEE_ACCOUNT,CHANNEL,AMOUNT,CURRENCY,PAYER_COUNTRY,PAYEE_COUNTRY,BOOKED_DATE,BOOKED_AT
TX-001355,ACC-1043,ACC-1059,crypto,411.91,EUR,IT,PL,2026-09-03,2026-09-03 07:25:15
TX-001356,ACC-1070,ACC-1086,wire,335.20,EUR,ES,NL,2026-09-03,2026-09-03 10:49:15
TX-001357,ACC-1122,ACC-1112,wire,1173.10,EUR,IT,DE,2026-09-03,2026-09-03 16:31:17
TX-001358,ACC-1054,ACC-1061,card,253.74,EUR,FR,FR,2026-09-03,2026-09-03 15:01:20
TX-001359,ACC-1024,ACC-1116,card,83.59,EUR,ES,DE,2026-09-03,2026-09-03 19:02:34
TX-001360,ACC-1080,ACC-1104,wire,51.21,EUR,NL,PL,2026-09-03,2026-09-03 02:38:36
TX-001361,ACC-1105,ACC-1011,wire,135.44,EUR,NL,NL,2026-09-03,2026-09-03 22:55:08
TX-001362,ACC-1030,ACC-1015,card,259.43,EUR,PL,DE,2026-09-03,2026-09-03 09:17:01
TX-001363,ACC-1140,ACC-1001,card,97.54,EUR,PL,FR,2026-09-03,2026-09-03 07:49:07
TX-001364,ACC-1126,ACC-1021,crypto,84.16,EUR,DE,PL,2026-09-03,2026-09-03 00:22:11
TX-001365,ACC-1031,ACC-1064,card,164.34,EUR,PL,DE,2026-09-03,2026-09-03 20:23:56
TX-001366,ACC-1148,ACC-1030,wire,275.97,EUR,PL,PL,2026-09-03,2026-09-03 11:18:49
TX-001367,ACC-1096,ACC-1007,wire,54.35,EUR,FR,PL,2026-09-03,2026-09-03 01:42:36
TX-001368,ACC-1096,ACC-1022,card,203.50,EUR,FR,FR,2026-09-03,2026-09-03 08:42:30
TX-001369,ACC-1032,ACC-1145,cash_deposit,15.13,EUR,DE,FR,2026-09-03,2026-09-03 01:37:35
TX-001370,ACC-1121,ACC-1092,wire,43.09,EUR,DE,IT,2026-09-03,2026-09-03 05:18:30
TX-001371,ACC-1076,ACC-1101,wire,176.95,EUR,NL,PL,2026-09-03,2026-09-03 18:16:10
TX-001372,ACC-1146,ACC-1133,cash_deposit,101.13,EUR,NL,IT,2026-09-03,2026-09-03 19:54:33
TX-001373,ACC-1029,ACC-1121,card,622.97,EUR,FR,DE,2026-09-03,2026-09-03 20:44:17
TX-001374,ACC-1144,ACC-1057,card,77.72,EUR,FR,ES,2026-09-03,2026-09-03 10:24:43
TX-001375,ACC-1039,ACC-1024,wire,972.03,EUR,FR,ES,2026-09-03,2026-09-03 21:36:05
TX-001376,ACC-1041,ACC-1042,wire,58.91,EUR,PL,ES,2026-09-03,2026-09-03 13:14:05
TX-001377,ACC-1043,ACC-1022,wire,86.29,EUR,IT,FR,2026-09-03,2026-09-03 04:44:42
TX-001378,ACC-1073,ACC-1094,wire,347.17,EUR,ES,ES,2026-09-03,2026-09-03 04:21:49
TX-001379,ACC-1053,ACC-1042,wire,94.64,EUR,DE,ES,2026-09-03,2026-09-03 15:23:06
TX-001380,ACC-1092,ACC-1121,card,73.90,EUR,IT,DE,2026-09-03,2026-09-03 23:45:40
TX-001381,ACC-1124,ACC-1132,wire,100.56,EUR,ES,FR,2026-09-03,2026-09-03 13:05:01
TX-001382,ACC-1043,ACC-1010,cash_deposit,177.95,EUR,IT,ES,2026-09-03,2026-09-03 14:48:19
TX-001383,ACC-1086,ACC-1037,card,201.28,EUR,NL,IT,2026-09-03,2026-09-03 22:07:27
TX-001384,ACC-1117,ACC-1110,wire,320.47,EUR,IT,IT,2026-09-03,2026-09-03 19:00:23
TX-001385,ACC-1145,ACC-1088,wire,14.22,EUR,FR,ES,2026-09-03,2026-09-03 09:38:26
TX-001386,ACC-1084,ACC-1134,crypto,42.65,EUR,NL,IT,2026-09-03,2026-09-03 01:09:43
TX-001387,ACC-1149,ACC-1085,card,567.30,EUR,FR,ES,2026-09-03,2026-09-03 16:45:58
TX-001388,ACC-1123,ACC-1113,card,423.50,EUR,ES,ES,2026-09-03,2026-09-03 18:54:08
TX-001389,ACC-1020,ACC-1033,card,62.51,EUR,IT,ES,2026-09-03,2026-09-03 16:55:51
TX-001390,ACC-1079,ACC-1027,card,25.61,EUR,IT,ES,2026-09-03,2026-09-03 13:58:04
TX-001391,ACC-1004,ACC-1086,cash_deposit,60.96,EUR,PL,NL,2026-09-03,2026-09-03 07:49:08
TX-001392,ACC-1149,ACC-1057,wire,206.98,EUR,FR,ES,2026-09-03,2026-09-03 03:13:49
TX-001393,ACC-1032,ACC-1106,card,425.42,EUR,DE,NL,2026-09-03,2026-09-03 03:03:18
TX-001394,ACC-1098,ACC-1078,wire,78.30,EUR,IT,IT,2026-09-03,2026-09-03 23:04:06
TX-001395,ACC-1025,ACC-1027,wire,235.65,EUR,FR,ES,2026-09-03,2026-09-03 01:47:31
TX-001396,ACC-1085,ACC-1029,wire,219.25,EUR,ES,FR,2026-09-03,2026-09-03 13:05:46
TX-001397,ACC-1144,ACC-1057,wire,99.74,EUR,FR,ES,2026-09-03,2026-09-03 17:45:07
TX-001398,ACC-1105,ACC-1046,wire,55.37,EUR,NL,NL,2026-09-03,2026-09-03 17:14:43
TX-001399,ACC-1049,ACC-1053,wire,100.47,EUR,PL,DE,2026-09-03,2026-09-03 01:21:48
TX-001400,ACC-1031,ACC-1140,crypto,133.79,EUR,PL,PL,2026-09-03,2026-09-03 19:22:10
TX-001401,ACC-1083,ACC-1117,wire,159.76,EUR,NL,IT,2026-09-03,2026-09-03 19:14:57
TX-001402,ACC-1078,ACC-1121,card,112.09,EUR,IT,DE,2026-09-03,2026-09-03 16:15:42
TX-001403,ACC-1133,ACC-1028,card,518.78,EUR,IT,FR,2026-09-03,2026-09-03 02:38:13
TX-001404,ACC-1112,ACC-1083,card,135.90,EUR,DE,NL,2026-09-03,2026-09-03 20:52:17
TX-001405,ACC-1041,ACC-1074,card,48.43,EUR,PL,ES,2026-09-03,2026-09-03 19:51:17
TX-001406,ACC-1044,ACC-1077,wire,475.33,EUR,FR,IT,2026-09-03,2026-09-03 07:00:44
TX-001407,ACC-1100,ACC-1029,card,379.24,EUR,PL,FR,2026-09-03,2026-09-03 07:07:20
TX-001408,ACC-1133,ACC-1026,card,135.01,EUR,IT,PL,2026-09-03,2026-09-03 15:24:25
TX-001409,ACC-1019,ACC-1133,card,956.11,EUR,NL,IT,2026-09-03,2026-09-03 17:41:48
TX-001410,ACC-1013,ACC-1137,card,124.17,EUR,ES,IT,2026-09-03,2026-09-03 17:47:20
TX-001411,ACC-1116,ACC-1001,wire,151.37,EUR,DE,FR,2026-09-03,2026-09-03 07:50:48
TX-001412,ACC-1045,ACC-1102,cash_deposit,510.21,EUR,FR,NL,2026-09-03,2026-09-03 10:40:55
TX-001413,ACC-1111,ACC-1074,cash_deposit,166.89,EUR,IT,ES,2026-09-03,2026-09-03 13:11:14
TX-001414,ACC-1026,ACC-1115,card,124.68,EUR,PL,ES,2026-09-03,2026-09-03 16:26:37
TX-001415,ACC-1022,ACC-1001,wire,51.60,EUR,FR,FR,2026-09-03,2026-09-03 06:17:39
TX-001416,ACC-1113,ACC-1081,cash_deposit,77.59,EUR,ES,NL,2026-09-03,2026-09-03 15:23:16
TX-001417,ACC-1051,ACC-1132,cash_deposit,76.42,EUR,FR,FR,2026-09-03,2026-09-03 16:28:15
TX-001418,ACC-1033,ACC-1120,card,104.37,EUR,ES,FR,2026-09-03,2026-09-03 07:52:37
TX-001419,ACC-1040,ACC-1070,crypto,40.69,EUR,IT,ES,2026-09-03,2026-09-03 09:23:44
TX-001420,ACC-1075,ACC-1147,cash_deposit,44.37,EUR,PL,DE,2026-09-03,2026-09-03 13:47:11
TX-001421,ACC-1007,ACC-1138,wire,251.82,EUR,PL,IT,2026-09-03,2026-09-03 10:04:36
TX-001422,ACC-1044,ACC-1091,card,257.87,EUR,FR,PL,2026-09-03,2026-09-03 13:10:34
TX-001423,ACC-1141,ACC-1135,card,1481.67,EUR,ES,DE,2026-09-03,2026-09-03 20:36:57
TX-001424,ACC-1092,ACC-1095,wire,449.30,EUR,IT,IT,2026-09-03,2026-09-03 19:39:09
TX-001425,ACC-1047,ACC-1104,wire,53.30,EUR,IT,PL,2026-09-03,2026-09-03 21:05:30
TX-001426,ACC-1009,ACC-1115,wire,58.78,EUR,DE,ES,2026-09-03,2026-09-03 21:44:58
TX-001427,ACC-1014,ACC-1117,wire,155.15,EUR,PL,IT,2026-09-03,2026-09-03 01:13:02
TX-001428,ACC-1127,ACC-1012,card,218.64,EUR,DE,NL,2026-09-03,2026-09-03 03:52:51
TX-001429,ACC-1019,ACC-1142,card,1085.69,EUR,NL,DE,2026-09-03,2026-09-03 19:20:51
TX-001430,ACC-1095,ACC-1069,wire,33.03,EUR,IT,IT,2026-09-03,2026-09-03 23:54:06
TX-001431,ACC-1065,ACC-1113,wire,206.86,EUR,FR,ES,2026-09-03,2026-09-03 00:21:40
TX-001432,ACC-1135,ACC-1022,card,130.98,EUR,DE,FR,2026-09-03,2026-09-03 03:18:14
TX-001433,ACC-1010,ACC-1123,wire,375.67,EUR,ES,ES,2026-09-03,2026-09-03 22:50:46
TX-001434,ACC-1140,ACC-1132,cash_deposit,12.22,EUR,PL,FR,2026-09-03,2026-09-03 05:25:45
TX-001435,ACC-1141,ACC-1134,card,742.91,EUR,ES,IT,2026-09-03,2026-09-03 23:42:21
TX-001436,ACC-1106,ACC-1112,wire,87.32,EUR,NL,DE,2026-09-03,2026-09-03 08:58:06
TX-001437,ACC-1012,ACC-1040,wire,43.00,EUR,NL,IT,2026-09-03,2026-09-03 11:01:23
TX-001438,ACC-1056,ACC-1148,wire,126.49,EUR,DE,PL,2026-09-03,2026-09-03 06:15:03
TX-001439,ACC-1083,ACC-1093,wire,133.65,EUR,NL,NL,2026-09-03,2026-09-03 02:49:35
TX-001440,ACC-1073,ACC-1060,cash_deposit,49.71,EUR,ES,NL,2026-09-03,2026-09-03 12:24:38
TX-001441,ACC-1082,ACC-1013,card,247.78,EUR,IT,ES,2026-09-03,2026-09-03 19:43:38
TX-001442,ACC-1140,ACC-1032,card,107.48,EUR,PL,DE,2026-09-03,2026-09-03 16:50:04
TX-001443,ACC-1069,ACC-1015,card,72.54,EUR,IT,DE,2026-09-03,2026-09-03 10:18:09
TX-001444,ACC-1092,ACC-1008,cash_deposit,192.84,EUR,IT,NL,2026-09-03,2026-09-03 05:52:32
TX-001445,ACC-1039,ACC-1138,crypto,364.44,EUR,FR,IT,2026-09-03,2026-09-03 01:54:57
TX-001446,ACC-1075,ACC-1111,wire,218.32,EUR,PL,IT,2026-09-03,2026-09-03 21:18:43
TX-001447,ACC-1134,ACC-1141,wire,132.79,EUR,IT,ES,2026-09-03,2026-09-03 01:05:58
TX-001448,ACC-1015,ACC-1066,wire,223.95,EUR,DE,DE,2026-09-03,2026-09-03 11:05:01
TX-001449,ACC-1101,ACC-1125,crypto,148.61,EUR,PL,DE,2026-09-03,2026-09-03 11:24:57
TX-001450,ACC-1083,ACC-1146,card,20.93,EUR,NL,NL,2026-09-03,2026-09-03 23:02:54
TX-001451,ACC-1003,ACC-1023,wire,938.00,EUR,IT,FR,2026-09-03,2026-09-03 19:32:37
TX-001452,ACC-1136,ACC-1130,crypto,137.21,EUR,ES,PL,2026-09-03,2026-09-03 07:49:31
TX-001453,ACC-1048,ACC-1124,card,22.21,EUR,PL,ES,2026-09-03,2026-09-03 09:02:59
TX-001454,ACC-1109,ACC-1122,crypto,62.11,EUR,PL,IT,2026-09-03,2026-09-03 10:45:59
TX-001455,ACC-1143,ACC-1027,wire,37.29,EUR,PL,ES,2026-09-03,2026-09-03 23:32:57
TX-001456,ACC-1110,ACC-1037,wire,124.51,EUR,IT,IT,2026-09-03,2026-09-03 08:37:25
TX-001457,ACC-1012,ACC-1056,crypto,166.25,EUR,NL,DE,2026-09-03,2026-09-03 10:14:15
TX-001458,ACC-1042,ACC-1053,card,101.61,EUR,ES,DE,2026-09-03,2026-09-03 08:09:30
TX-001459,ACC-1104,ACC-1096,card,171.18,EUR,PL,FR,2026-09-03,2026-09-03 15:30:23
TX-001460,ACC-1015,ACC-1057,cash_deposit,44.94,EUR,DE,ES,2026-09-03,2026-09-03 08:13:31
TX-001461,ACC-1022,ACC-1020,card,126.94,EUR,FR,IT,2026-09-03,2026-09-03 07:11:51
TX-001462,ACC-1081,ACC-1123,wire,58.63,EUR,NL,ES,2026-09-03,2026-09-03 20:30:24
TX-001463,ACC-1117,ACC-1109,wire,180.00,EUR,IT,PL,2026-09-03,2026-09-03 18:27:31
TX-001464,ACC-1026,ACC-1082,card,315.79,EUR,PL,IT,2026-09-03,2026-09-03 13:38:23
TX-001465,ACC-1056,ACC-1119,wire,180.28,EUR,DE,PL,2026-09-03,2026-09-03 06:47:50
TX-001466,ACC-1103,ACC-1001,crypto,116.66,EUR,FR,FR,2026-09-03,2026-09-03 11:59:36
TX-001467,ACC-1001,ACC-1055,card,101.58,EUR,FR,IT,2026-09-03,2026-09-03 16:30:02
TX-001468,ACC-1019,ACC-1124,wire,635.12,EUR,NL,ES,2026-09-03,2026-09-03 16:22:46
TX-001469,ACC-1095,ACC-1149,cash_deposit,306.70,EUR,IT,FR,2026-09-03,2026-09-03 13:56:23
TX-001470,ACC-1038,ACC-1114,wire,676.13,EUR,NL,PL,2026-09-03,2026-09-03 06:05:55
TX-001471,ACC-1100,ACC-1039,wire,207.14,EUR,PL,FR,2026-09-03,2026-09-03 10:38:52
TX-001472,ACC-1047,ACC-1063,card,172.12,EUR,IT,ES,2026-09-03,2026-09-03 02:44:48
TX-001473,ACC-1099,ACC-1102,card,758.99,EUR,PL,NL,2026-09-03,2026-09-03 06:37:01
TX-001474,ACC-1034,ACC-1047,card,89.22,EUR,FR,IT,2026-09-03,2026-09-03 19:44:31
TX-001475,ACC-1053,ACC-1139,wire,159.79,EUR,DE,FR,2026-09-03,2026-09-03 00:43:56
TX-001476,ACC-1031,ACC-1110,wire,146.47,EUR,PL,IT,2026-09-03,2026-09-03 02:27:27
TX-001477,ACC-1141,ACC-1049,cash_deposit,45.60,EUR,ES,PL,2026-09-03,2026-09-03 05:41:05
TX-001478,ACC-1059,ACC-1072,card,87.09,EUR,PL,IT,2026-09-03,2026-09-03 05:15:05
TX-001479,ACC-1142,ACC-1007,card,41.40,EUR,DE,PL,2026-09-03,2026-09-03 09:23:14
TX-001480,ACC-1016,ACC-1019,card,210.57,EUR,ES,NL,2026-09-03,2026-09-03 10:35:11
TX-001481,ACC-1119,ACC-1145,wire,221.52,EUR,PL,FR,2026-09-03,2026-09-03 12:07:31
TX-001482,ACC-1115,ACC-1129,card,279.87,EUR,ES,PL,2026-09-03,2026-09-03 16:03:51
TX-001483,ACC-1132,ACC-1118,crypto,100.72,EUR,FR,FR,2026-09-03,2026-09-03 09:23:32
TX-001484,ACC-1097,ACC-1038,wire,21.12,EUR,FR,NL,2026-09-03,2026-09-03 16:54:46
TX-001485,ACC-1070,ACC-1052,crypto,75.15,EUR,ES,DE,2026-09-03,2026-09-03 22:39:11
TX-001486,ACC-1132,ACC-1085,wire,320.80,EUR,FR,ES,2026-09-03,2026-09-03 04:18:24
TX-001487,ACC-1048,ACC-1087,card,59.90,EUR,PL,PL,2026-09-03,2026-09-03 14:36:58
TX-001488,ACC-1046,ACC-1131,cash_deposit,82.44,EUR,NL,FR,2026-09-03,2026-09-03 03:43:11
TX-001489,ACC-1034,ACC-1076,crypto,106.98,EUR,FR,NL,2026-09-03,2026-09-03 23:24:20
TX-001490,ACC-1089,ACC-1086,card,131.71,EUR,NL,NL,2026-09-03,2026-09-03 01:39:55
TX-001491,ACC-1130,ACC-1143,card,183.52,EUR,PL,PL,2026-09-03,2026-09-03 21:50:10
TX-001492,ACC-1058,ACC-1117,wire,11.56,EUR,NL,IT,2026-09-03,2026-09-03 05:49:47
TX-001493,ACC-1064,ACC-1042,cash_deposit,43.91,EUR,DE,ES,2026-09-03,2026-09-03 01:49:14
TX-001494,ACC-1063,ACC-1040,card,271.61,EUR,ES,IT,2026-09-03,2026-09-03 17:37:17
TX-001495,ACC-1039,ACC-1046,wire,522.46,EUR,FR,NL,2026-09-03,2026-09-03 09:26:49
TX-001496,ACC-1115,ACC-1141,wire,69.69,EUR,ES,ES,2026-09-03,2026-09-03 04:57:32
TX-001497,ACC-1003,ACC-1008,cash_deposit,235.55,EUR,IT,NL,2026-09-03,2026-09-03 20:36:55
TX-001498,ACC-1025,ACC-1060,crypto,134.74,EUR,FR,NL,2026-09-03,2026-09-03 19:50:45
TX-001499,ACC-1109,ACC-1069,wire,111.09,EUR,PL,IT,2026-09-03,2026-09-03 23:30:44
TX-001500,ACC-1031,ACC-1043,cash_deposit,29.46,EUR,PL,IT,2026-09-03,2026-09-03 22:25:46
TX-001501,ACC-1134,ACC-1010,card,221.18,EUR,IT,ES,2026-09-03,2026-09-03 09:37:35
TX-001502,ACC-1088,ACC-1024,wire,273.17,EUR,ES,ES,2026-09-03,2026-09-03 16:05:42
TX-001503,ACC-1061,ACC-1144,card,206.34,EUR,FR,FR,2026-09-03,2026-09-03 04:27:23
TX-001504,ACC-1119,ACC-1121,wire,152.96,EUR,PL,DE,2026-09-03,2026-09-03 12:05:52
TX-001505,ACC-1132,ACC-1097,card,63.26,EUR,FR,FR,2026-09-03,2026-09-03 06:58:25
TX-001506,ACC-1067,ACC-1063,wire,339.70,EUR,FR,ES,2026-09-03,2026-09-03 07:50:27
TX-001507,ACC-1057,ACC-1071,card,43.18,EUR,ES,NL,2026-09-03,2026-09-03 04:59:38
TX-001508,ACC-1072,ACC-1070,crypto,133.10,EUR,IT,ES,2026-09-03,2026-09-03 05:16:43
TX-001509,ACC-1134,ACC-1018,wire,345.63,EUR,IT,FR,2026-09-03,2026-09-03 11:44:25
TX-001510,ACC-1070,ACC-1114,card,111.83,EUR,ES,PL,2026-09-03,2026-09-03 13:06:32
TX-001511,ACC-1111,ACC-1120,wire,244.00,EUR,IT,FR,2026-09-03,2026-09-03 04:06:01
TX-001512,ACC-1035,ACC-1073,card,465.48,EUR,ES,ES,2026-09-03,2026-09-03 05:20:42
TX-001513,ACC-1087,ACC-1008,card,238.35,EUR,PL,NL,2026-09-03,2026-09-03 07:12:10
TX-001514,ACC-1003,ACC-1114,wire,72.77,EUR,IT,PL,2026-09-03,2026-09-03 13:29:14
TX-001515,ACC-1142,ACC-1131,wire,120.61,EUR,DE,FR,2026-09-03,2026-09-03 10:02:48
TX-001516,ACC-1060,ACC-1141,wire,640.01,EUR,NL,ES,2026-09-03,2026-09-03 09:15:55
TX-001517,ACC-1012,ACC-1129,wire,153.67,EUR,NL,PL,2026-09-03,2026-09-03 23:47:45
TX-001518,ACC-1053,ACC-1000,wire,606.48,EUR,DE,NL,2026-09-03,2026-09-03 20:31:21
TX-001519,ACC-1097,ACC-1104,card,114.44,EUR,FR,PL,2026-09-03,2026-09-03 04:34:55
TX-001520,ACC-1066,ACC-1075,card,73.26,EUR,DE,PL,2026-09-03,2026-09-03 10:37:22
TX-001521,ACC-1066,ACC-1098,wire,32.03,EUR,DE,IT,2026-09-03,2026-09-03 04:04:39
TX-001522,ACC-1047,ACC-1074,wire,69.50,EUR,IT,ES,2026-09-03,2026-09-03 23:06:19
TX-001523,ACC-1053,ACC-1083,crypto,18.83,EUR,DE,NL,2026-09-03,2026-09-03 19:13:10
TX-001524,ACC-1078,ACC-1112,card,126.92,EUR,IT,DE,2026-09-03,2026-09-03 08:46:23
TX-001525,ACC-1068,ACC-1076,wire,318.82,EUR,PL,NL,2026-09-03,2026-09-03 14:27:12
TX-001526,ACC-1132,ACC-1043,card,550.81,EUR,FR,IT,2026-09-03,2026-09-03 01:47:04
TX-001527,ACC-1059,ACC-1133,wire,94.16,EUR,PL,IT,2026-09-03,2026-09-03 10:34:30
TX-001528,ACC-1008,ACC-1067,card,128.84,EUR,NL,FR,2026-09-03,2026-09-03 13:59:17
TX-001529,ACC-1054,ACC-1045,card,158.44,EUR,FR,FR,2026-09-03,2026-09-03 18:46:38
TX-001530,ACC-1091,ACC-1006,card,53.27,EUR,PL,ES,2026-09-03,2026-09-03 04:52:37
TX-001531,ACC-1133,ACC-1036,card,103.55,EUR,IT,ES,2026-09-03,2026-09-03 17:47:25
TX-001532,ACC-1044,ACC-1061,cash_deposit,239.11,EUR,FR,FR,2026-09-03,2026-09-03 16:38:15
TX-001533,ACC-1107,ACC-1131,wire,463.99,EUR,DE,FR,2026-09-03,2026-09-03 16:44:51
TX-001534,ACC-1108,ACC-1022,wire,94.61,EUR,NL,FR,2026-09-03,2026-09-03 06:21:50
TX-001535,ACC-1003,ACC-1061,cash_deposit,47.30,EUR,IT,FR,2026-09-03,2026-09-03 04:40:44
TX-001536,ACC-1058,ACC-1014,card,132.24,EUR,NL,PL,2026-09-03,2026-09-03 14:12:19
TX-001537,ACC-1051,ACC-1033,card,68.39,EUR,FR,ES,2026-09-03,2026-09-03 20:12:16
TX-001538,ACC-1098,ACC-1134,card,226.15,EUR,IT,IT,2026-09-03,2026-09-03 05:57:54
TX-001539,ACC-1113,ACC-1090,cash_deposit,138.07,EUR,ES,NL,2026-09-03,2026-09-03 10:50:35
TX-001540,ACC-1071,ACC-1119,card,84.62,EUR,NL,PL,2026-09-03,2026-09-03 20:29:41
TX-001541,ACC-1028,ACC-1127,wire,312.84,EUR,FR,DE,2026-09-03,2026-09-03 13:52:02
TX-001542,ACC-1024,ACC-1120,card,134.44,EUR,ES,FR,2026-09-03,2026-09-03 01:36:09
TX-001543,ACC-1115,ACC-1056,wire,339.90,EUR,ES,DE,2026-09-03,2026-09-03 13:56:25
TX-001544,ACC-1136,ACC-1052,card,72.10,EUR,ES,DE,2026-09-03,2026-09-03 06:15:31
TX-001545,ACC-1115,ACC-1018,wire,45.87,EUR,ES,FR,2026-09-03,2026-09-03 00:16:46
TX-001546,ACC-1106,ACC-1149,wire,122.75,EUR,NL,FR,2026-09-03,2026-09-03 03:08:41
TX-001547,ACC-1022,ACC-1017,crypto,50.52,EUR,FR,IT,2026-09-03,2026-09-03 18:25:50
TX-001548,ACC-1111,ACC-1117,wire,220.89,EUR,IT,IT,2026-09-03,2026-09-03 11:22:20
TX-001549,ACC-1132,ACC-1041,wire,65.22,EUR,FR,PL,2026-09-03,2026-09-03 07:03:27
TX-001550,ACC-1069,ACC-1143,cash_deposit,139.99,EUR,IT,PL,2026-09-03,2026-09-03 12:03:00
TX-001551,ACC-1118,ACC-1001,card,443.94,EUR,FR,FR,2026-09-03,2026-09-03 12:45:28
TX-001552,ACC-1036,ACC-1138,card,126.19,EUR,ES,IT,2026-09-03,2026-09-03 21:07:37
TX-001553,ACC-1006,ACC-1041,cash_deposit,153.41,EUR,ES,PL,2026-09-03,2026-09-03 06:43:19
TX-001554,ACC-1113,ACC-1018,cash_deposit,808.52,EUR,ES,FR,2026-09-03,2026-09-03 03:29:20
TX-001555,ACC-1097,ACC-1046,cash_deposit,157.18,EUR,FR,NL,2026-09-03,2026-09-03 19:43:24
TX-001556,ACC-1090,ACC-1081,card,161.53,EUR,NL,NL,2026-09-03,2026-09-03 05:27:39
TX-001557,ACC-1004,ACC-1129,card,158.69,EUR,PL,PL,2026-09-03,2026-09-03 19:01:04
TX-001558,ACC-1073,ACC-1080,wire,62.44,EUR,ES,NL,2026-09-03,2026-09-03 13:17:00
TX-001559,ACC-1145,ACC-1026,card,73.77,EUR,FR,PL,2026-09-03,2026-09-03 01:11:44
TX-001560,ACC-1002,ACC-1130,crypto,55.13,EUR,ES,PL,2026-09-03,2026-09-03 09:50:34
