TAP_FILE_ID,SENDER_PLMN,SENDER_NAME,RECIPIENT_PLMN,RECIPIENT_NAME,EVENT_TYPE,IMSI,CHARGED_UNITS,CHARGE_SDR,TAX_SDR,EVENT_DATE,EVENT_AT,SETTLEMENT_STATUS
TAP-20260901-00014,00103,Cinder Wireless,00112,Juniper Mobile,GPRS,001120000000012,247,2.5242,0.3786,2026-09-01,2026-09-01 12:16:56,ACCEPTED
TAP-20260901-00015,00107,Granite Mobile,00105,Ember Networks,MTC,001050000000010,7,1.2643,0.1896,2026-09-01,2026-09-01 16:16:24,ACCEPTED
TAP-20260901-00016,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000011,16,6.3661,0.9549,2026-09-01,2026-09-01 00:50:27,ACCEPTED
TAP-20260901-00017,00108,Harbor Wireless,00107,Granite Mobile,GPRS,001070000000006,557,5.6834,0.8525,2026-09-01,2026-09-01 03:02:16,ACCEPTED
TAP-20260901-00018,00111,Ivory Cellular,00102,Borealis Mobile,GPRS,001020000000004,267,2.9230,0.4385,2026-09-01,2026-09-01 09:09:18,ACCEPTED
TAP-20260901-00019,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000012,23,3.8705,0.5806,2026-09-01,2026-09-01 05:16:42,ACCEPTED
TAP-20260901-00020,00114,Lumen Wireless,00102,Borealis Mobile,SMS_MO,001020000000007,7,0.4004,0.0601,2026-09-01,2026-09-01 11:16:38,ACCEPTED
TAP-20260901-00021,00114,Lumen Wireless,00106,Fjord Telecom,GPRS,001060000000008,619,7.1270,1.0690,2026-09-01,2026-09-01 03:11:32,ACCEPTED
TAP-20260901-00022,00116,Northwind Mobile,00101,Aurora Telecom,MTC,001010000000014,31,5.8138,0.8721,2026-09-01,2026-09-01 11:18:39,ACCEPTED
TAP-20260901-00023,00112,Juniper Mobile,00103,Cinder Wireless,SMS_MO,001030000000015,12,0.6824,0.1024,2026-09-01,2026-09-01 02:28:23,ACCEPTED
TAP-20260901-00024,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000013,6,0.3689,0.0553,2026-09-01,2026-09-01 01:48:46,ACCEPTED
TAP-20260901-00025,00107,Granite Mobile,00105,Ember Networks,MOC,001050000000003,10,3.9488,0.5923,2026-09-01,2026-09-01 22:08:01,ACCEPTED
TAP-20260901-00026,00112,Juniper Mobile,00103,Cinder Wireless,MTC,001030000000006,39,7.5670,1.1350,2026-09-01,2026-09-01 14:06:25,ACCEPTED
TAP-20260901-00027,00111,Ivory Cellular,00102,Borealis Mobile,GPRS,001020000000010,553,5.6343,0.8451,2026-09-01,2026-09-01 13:32:19,ACCEPTED
TAP-20260901-00028,00113,Kestrel Telecom,00104,Delta Cell,MTC,001040000000014,39,6.9428,1.0414,2026-09-01,2026-09-01 02:31:41,ACCEPTED
TAP-20260901-00029,00102,Borealis Mobile,00114,Lumen Wireless,GPRS,001140000000008,837,9.6547,1.4482,2026-09-01,2026-09-01 08:29:31,ACCEPTED
TAP-20260901-00030,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000004,26,10.0680,1.5102,2026-09-01,2026-09-01 09:20:07,ACCEPTED
TAP-20260901-00031,00104,Delta Cell,00113,Kestrel Telecom,SMS_MO,001130000000005,3,0.1873,0.0281,2026-09-01,2026-09-01 03:13:14,ACCEPTED
TAP-20260901-00032,00101,Aurora Telecom,00111,Ivory Cellular,GPRS,001110000000012,357,3.9608,0.5941,2026-09-01,2026-09-01 19:02:54,ACCEPTED
TAP-20260901-00033,00113,Kestrel Telecom,00108,Harbor Wireless,SMS_MO,001080000000013,3,0.1724,0.0259,2026-09-01,2026-09-01 18:06:58,REJECTED
TAP-20260901-00034,00106,Fjord Telecom,00119,Quartz Mobile,SMS_MO,001190000000007,6,0.3724,0.0559,2026-09-01,2026-09-01 15:16:58,ACCEPTED
TAP-20260901-00035,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000014,11,4.6721,0.7008,2026-09-01,2026-09-01 02:26:30,ACCEPTED
TAP-20260901-00036,00107,Granite Mobile,00108,Harbor Wireless,MTC,001080000000002,7,1.1954,0.1793,2026-09-01,2026-09-01 12:33:41,ACCEPTED
TAP-20260901-00037,00116,Northwind Mobile,00101,Aurora Telecom,SMS_MO,001010000000002,10,0.5894,0.0884,2026-09-01,2026-09-01 06:55:44,ACCEPTED
TAP-20260901-00038,00102,Borealis Mobile,00114,Lumen Wireless,MTC,001140000000009,31,5.9711,0.8957,2026-09-01,2026-09-01 18:10:01,ACCEPTED
TAP-20260901-00039,00112,Juniper Mobile,00101,Aurora Telecom,SMS_MO,001010000000010,10,0.6416,0.0962,2026-09-01,2026-09-01 11:22:48,ACCEPTED
TAP-20260901-00040,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000006,8,0.4574,0.0686,2026-09-01,2026-09-01 16:15:49,DISPUTED
TAP-20260901-00041,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000008,12,0.7078,0.1062,2026-09-01,2026-09-01 15:23:52,ACCEPTED
TAP-20260901-00042,00112,Juniper Mobile,00101,Aurora Telecom,SMS_MO,001010000000010,1,0.0594,0.0089,2026-09-01,2026-09-01 17:43:50,ACCEPTED
TAP-20260901-00043,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000006,8,0.4941,0.0741,2026-09-01,2026-09-01 07:41:01,ACCEPTED
TAP-20260901-00044,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000008,12,0.7713,0.1157,2026-09-01,2026-09-01 16:19:10,ACCEPTED
TAP-20260901-00045,00113,Kestrel Telecom,00102,Borealis Mobile,GPRS,001020000000004,552,6.2266,0.9340,2026-09-01,2026-09-01 15:49:35,ACCEPTED
TAP-20260901-00046,00116,Northwind Mobile,00105,Ember Networks,SMS_MO,001050000000015,6,0.3875,0.0581,2026-09-01,2026-09-01 15:22:50,ACCEPTED
TAP-20260901-00047,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000007,453,4.7868,0.7180,2026-09-01,2026-09-01 07:12:36,ACCEPTED
TAP-20260901-00048,00113,Kestrel Telecom,00102,Borealis Mobile,MTC,001020000000005,8,1.4838,0.2226,2026-09-01,2026-09-01 16:27:27,REJECTED
TAP-20260901-00049,00112,Juniper Mobile,00101,Aurora Telecom,SMS_MO,001010000000011,12,0.7719,0.1158,2026-09-01,2026-09-01 21:26:16,ACCEPTED
TAP-20260901-00050,00113,Kestrel Telecom,00102,Borealis Mobile,GPRS,001020000000006,594,6.5935,0.9890,2026-09-01,2026-09-01 13:15:53,ACCEPTED
TAP-20260901-00051,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000004,319,3.3981,0.5097,2026-09-01,2026-09-01 11:08:06,ACCEPTED
TAP-20260901-00052,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000011,38,6.9967,1.0495,2026-09-01,2026-09-01 16:38:58,ACCEPTED
TAP-20260901-00053,00108,Harbor Wireless,00107,Granite Mobile,GPRS,001070000000015,664,7.5951,1.1393,2026-09-01,2026-09-01 18:42:08,ACCEPTED
TAP-20260901-00054,00107,Granite Mobile,00108,Harbor Wireless,GPRS,001080000000012,607,6.6764,1.0015,2026-09-01,2026-09-01 00:09:54,ACCEPTED
TAP-20260901-00055,00101,Aurora Telecom,00111,Ivory Cellular,GPRS,001110000000008,384,4.1604,0.6241,2026-09-01,2026-09-01 13:45:50,ACCEPTED
TAP-20260901-00056,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000012,752,7.7952,1.1693,2026-09-01,2026-09-01 08:58:24,REJECTED
TAP-20260901-00057,00114,Lumen Wireless,00102,Borealis Mobile,MOC,001020000000015,21,8.2594,1.2389,2026-09-01,2026-09-01 09:57:19,ACCEPTED
TAP-20260901-00058,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000009,27,4.5257,0.6789,2026-09-01,2026-09-01 19:44:44,ACCEPTED
TAP-20260901-00059,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000008,37,16.2107,2.4316,2026-09-01,2026-09-01 22:14:05,ACCEPTED
TAP-20260901-00060,00101,Aurora Telecom,00116,Northwind Mobile,MTC,001160000000005,1,0.1674,0.0251,2026-09-01,2026-09-01 05:30:38,ACCEPTED
TAP-20260901-00061,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000014,665,7.4510,1.1176,2026-09-01,2026-09-01 08:48:48,ACCEPTED
TAP-20260901-00062,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000001,15,2.7200,0.4080,2026-09-01,2026-09-01 18:53:26,ACCEPTED
TAP-20260901-00063,00114,Lumen Wireless,00102,Borealis Mobile,MOC,001020000000008,25,10.1315,1.5197,2026-09-01,2026-09-01 07:35:27,ACCEPTED
TAP-20260901-00064,00116,Northwind Mobile,00105,Ember Networks,GPRS,001050000000012,96,1.0972,0.1646,2026-09-01,2026-09-01 07:35:21,ACCEPTED
TAP-20260901-00065,00116,Northwind Mobile,00103,Cinder Wireless,MOC,001030000000003,4,1.7632,0.2645,2026-09-01,2026-09-01 13:36:46,ACCEPTED
TAP-20260901-00066,00114,Lumen Wireless,00106,Fjord Telecom,MTC,001060000000015,24,4.4152,0.6623,2026-09-01,2026-09-01 15:12:14,ACCEPTED
TAP-20260901-00067,00116,Northwind Mobile,00101,Aurora Telecom,SMS_MO,001010000000006,1,0.0596,0.0089,2026-09-01,2026-09-01 17:21:48,ACCEPTED
TAP-20260901-00068,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000011,12,0.7715,0.1157,2026-09-01,2026-09-01 00:43:16,ACCEPTED
TAP-20260901-00069,00114,Lumen Wireless,00106,Fjord Telecom,SMS_MO,001060000000009,1,0.0611,0.0092,2026-09-01,2026-09-01 16:53:48,ACCEPTED
TAP-20260901-00070,00111,Ivory Cellular,00101,Aurora Telecom,MOC,001010000000001,30,12.5509,1.8826,2026-09-01,2026-09-01 07:22:03,ACCEPTED
TAP-20260901-00071,00111,Ivory Cellular,00101,Aurora Telecom,MTC,001010000000003,33,6.3016,0.9452,2026-09-01,2026-09-01 22:44:08,ACCEPTED
TAP-20260901-00072,00111,Ivory Cellular,00105,Ember Networks,MOC,001050000000014,21,8.8828,1.3324,2026-09-01,2026-09-01 10:17:50,ACCEPTED
TAP-20260901-00073,00114,Lumen Wireless,00104,Delta Cell,MOC,001040000000014,10,4.4149,0.6622,2026-09-01,2026-09-01 12:25:44,ACCEPTED
TAP-20260901-00074,00111,Ivory Cellular,00102,Borealis Mobile,GPRS,001020000000015,269,2.7979,0.4197,2026-09-01,2026-09-01 19:03:55,ACCEPTED
TAP-20260901-00075,00111,Ivory Cellular,00102,Borealis Mobile,SMS_MO,001020000000014,6,0.3444,0.0517,2026-09-01,2026-09-01 21:45:40,ACCEPTED
TAP-20260901-00076,00111,Ivory Cellular,00105,Ember Networks,SMS_MO,001050000000011,2,0.1116,0.0167,2026-09-01,2026-09-01 14:29:51,ACCEPTED
TAP-20260901-00077,00112,Juniper Mobile,00103,Cinder Wireless,MOC,001030000000007,23,10.1990,1.5298,2026-09-01,2026-09-01 17:51:27,ACCEPTED
TAP-20260901-00078,00107,Granite Mobile,00108,Harbor Wireless,GPRS,001080000000012,257,2.9682,0.4452,2026-09-01,2026-09-01 03:13:09,ACCEPTED
TAP-20260901-00079,00113,Kestrel Telecom,00102,Borealis Mobile,MTC,001020000000015,23,4.3843,0.6576,2026-09-01,2026-09-01 16:44:30,REJECTED
TAP-20260901-00080,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000004,31,12.9625,1.9444,2026-09-01,2026-09-01 13:08:58,ACCEPTED
TAP-20260901-00081,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000005,411,4.7094,0.7064,2026-09-01,2026-09-01 01:00:43,REJECTED
TAP-20260901-00082,00114,Lumen Wireless,00102,Borealis Mobile,SMS_MO,001020000000003,5,0.2878,0.0432,2026-09-01,2026-09-01 09:45:34,ACCEPTED
TAP-20260901-00083,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000014,8,3.3926,0.5089,2026-09-01,2026-09-01 22:07:59,REJECTED
TAP-20260901-00084,00114,Lumen Wireless,00102,Borealis Mobile,MTC,001020000000015,18,3.3345,0.5002,2026-09-01,2026-09-01 02:18:05,DISPUTED
TAP-20260901-00085,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000002,19,3.5845,0.5377,2026-09-01,2026-09-01 07:35:06,ACCEPTED
TAP-20260901-00086,00111,Ivory Cellular,00105,Ember Networks,GPRS,001050000000010,666,7.6603,1.1490,2026-09-01,2026-09-01 02:54:51,ACCEPTED
TAP-20260901-00087,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000010,634,7.1743,1.0761,2026-09-01,2026-09-01 16:16:44,ACCEPTED
TAP-20260901-00088,00112,Juniper Mobile,00107,Granite Mobile,MTC,001070000000009,35,6.7460,1.0119,2026-09-01,2026-09-01 03:49:07,ACCEPTED
TAP-20260901-00089,00113,Kestrel Telecom,00102,Borealis Mobile,MTC,001020000000013,26,4.7248,0.7087,2026-09-01,2026-09-01 08:26:01,REJECTED
TAP-20260901-00090,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000003,617,6.6128,0.9919,2026-09-01,2026-09-01 20:45:43,DISPUTED
TAP-20260901-00091,00116,Northwind Mobile,00101,Aurora Telecom,SMS_MO,001010000000013,11,0.6835,0.1025,2026-09-01,2026-09-01 11:43:37,ACCEPTED
TAP-20260901-00092,00114,Lumen Wireless,00102,Borealis Mobile,GPRS,001020000000001,317,3.4481,0.5172,2026-09-01,2026-09-01 23:48:43,ACCEPTED
TAP-20260901-00093,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000014,39,0.4145,0.0622,2026-09-01,2026-09-01 04:50:39,REJECTED
TAP-20260901-00094,00119,Quartz Mobile,00106,Fjord Telecom,MTC,001060000000004,34,5.9085,0.8863,2026-09-01,2026-09-01 10:54:27,ACCEPTED
TAP-20260901-00095,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000010,12,0.6970,0.1045,2026-09-01,2026-09-01 12:10:41,ACCEPTED
TAP-20260901-00096,00116,Northwind Mobile,00101,Aurora Telecom,MOC,001010000000002,2,0.8410,0.1261,2026-09-01,2026-09-01 05:16:51,ACCEPTED
TAP-20260901-00097,00111,Ivory Cellular,00101,Aurora Telecom,GPRS,001010000000009,693,7.1454,1.0718,2026-09-01,2026-09-01 23:57:48,ACCEPTED
TAP-20260901-00098,00113,Kestrel Telecom,00104,Delta Cell,SMS_MO,001040000000007,6,0.3574,0.0536,2026-09-01,2026-09-01 13:23:32,ACCEPTED
TAP-20260901-00099,00106,Fjord Telecom,00119,Quartz Mobile,SMS_MO,001190000000002,1,0.0567,0.0085,2026-09-01,2026-09-01 23:48:28,ACCEPTED
TAP-20260901-00100,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000007,8,3.1774,0.4766,2026-09-01,2026-09-01 05:32:27,ACCEPTED
TAP-20260901-00101,00116,Northwind Mobile,00105,Ember Networks,MTC,001050000000015,8,1.3826,0.2074,2026-09-01,2026-09-01 16:14:50,ACCEPTED
TAP-20260901-00102,00108,Harbor Wireless,00107,Granite Mobile,MOC,001070000000012,21,8.8643,1.3296,2026-09-01,2026-09-01 05:49:35,ACCEPTED
TAP-20260901-00103,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000001,48,0.5430,0.0815,2026-09-01,2026-09-01 22:56:12,ACCEPTED
TAP-20260901-00104,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000004,8,3.2927,0.4939,2026-09-01,2026-09-01 12:53:15,ACCEPTED
TAP-20260901-00105,00104,Delta Cell,00113,Kestrel Telecom,MTC,001130000000013,26,4.3587,0.6538,2026-09-01,2026-09-01 12:00:06,DISPUTED
TAP-20260901-00106,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000002,431,4.4440,0.6666,2026-09-01,2026-09-01 23:02:16,ACCEPTED
TAP-20260901-00107,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000002,20,3.4147,0.5122,2026-09-01,2026-09-01 08:03:29,ACCEPTED
TAP-20260901-00108,00116,Northwind Mobile,00101,Aurora Telecom,MTC,001010000000010,32,5.8138,0.8721,2026-09-01,2026-09-01 19:02:40,ACCEPTED
TAP-20260901-00109,00112,Juniper Mobile,00101,Aurora Telecom,SMS_MO,001010000000001,10,0.5698,0.0855,2026-09-01,2026-09-01 10:49:46,ACCEPTED
TAP-20260901-00110,00113,Kestrel Telecom,00102,Borealis Mobile,GPRS,001020000000004,160,1.8614,0.2792,2026-09-01,2026-09-01 17:29:10,REJECTED
TAP-20260901-00111,00113,Kestrel Telecom,00102,Borealis Mobile,GPRS,001020000000005,100,1.0705,0.1606,2026-09-01,2026-09-01 18:55:09,REJECTED
TAP-20260901-00112,00112,Juniper Mobile,00107,Granite Mobile,GPRS,001070000000015,723,7.9693,1.1954,2026-09-01,2026-09-01 19:08:04,ACCEPTED
TAP-20260901-00113,00113,Kestrel Telecom,00102,Borealis Mobile,GPRS,001020000000005,179,1.9456,0.2918,2026-09-01,2026-09-01 01:19:00,ACCEPTED
TAP-20260901-00114,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000003,75,0.8840,0.1326,2026-09-01,2026-09-01 13:36:30,ACCEPTED
TAP-20260901-00115,00102,Borealis Mobile,00114,Lumen Wireless,MOC,001140000000009,1,0.3945,0.0592,2026-09-01,2026-09-01 09:14:54,ACCEPTED
TAP-20260901-00116,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000006,528,5.8976,0.8846,2026-09-01,2026-09-01 17:43:03,REJECTED
TAP-20260901-00117,00112,Juniper Mobile,00103,Cinder Wireless,MTC,001030000000010,16,2.6704,0.4006,2026-09-01,2026-09-01 09:50:27,ACCEPTED
TAP-20260901-00118,00107,Granite Mobile,00105,Ember Networks,GPRS,001050000000013,452,4.9302,0.7395,2026-09-01,2026-09-01 12:01:55,ACCEPTED
TAP-20260901-00119,00113,Kestrel Telecom,00104,Delta Cell,MTC,001040000000007,25,4.6945,0.7042,2026-09-01,2026-09-01 22:13:25,REJECTED
TAP-20260901-00120,00119,Quartz Mobile,00103,Cinder Wireless,GPRS,001030000000004,421,4.6588,0.6988,2026-09-01,2026-09-01 05:21:51,ACCEPTED
TAP-20260901-00121,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000013,31,13.9109,2.0866,2026-09-01,2026-09-01 05:38:08,ACCEPTED
TAP-20260901-00122,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000006,5,0.3144,0.0472,2026-09-01,2026-09-01 04:33:14,ACCEPTED
TAP-20260901-00123,00119,Quartz Mobile,00103,Cinder Wireless,GPRS,001030000000013,849,9.6735,1.4510,2026-09-01,2026-09-01 14:50:45,ACCEPTED
TAP-20260901-00124,00116,Northwind Mobile,00103,Cinder Wireless,SMS_MO,001030000000007,4,0.2219,0.0333,2026-09-01,2026-09-01 01:34:39,ACCEPTED
TAP-20260901-00125,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000003,1,0.4062,0.0609,2026-09-01,2026-09-01 03:19:11,REJECTED
TAP-20260901-00126,00119,Quartz Mobile,00106,Fjord Telecom,MTC,001060000000012,3,0.5351,0.0803,2026-09-01,2026-09-01 00:36:39,DISPUTED
TAP-20260901-00127,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000005,8,3.1579,0.4737,2026-09-01,2026-09-01 19:03:22,ACCEPTED
TAP-20260901-00128,00114,Lumen Wireless,00102,Borealis Mobile,GPRS,001020000000002,523,6.0896,0.9134,2026-09-01,2026-09-01 23:19:28,ACCEPTED
TAP-20260901-00129,00111,Ivory Cellular,00101,Aurora Telecom,GPRS,001010000000009,518,5.9828,0.8974,2026-09-01,2026-09-01 21:31:07,ACCEPTED
TAP-20260901-00130,00113,Kestrel Telecom,00108,Harbor Wireless,SMS_MO,001080000000005,3,0.1784,0.0268,2026-09-01,2026-09-01 10:25:59,REJECTED
TAP-20260901-00131,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000006,304,3.4397,0.5160,2026-09-01,2026-09-01 21:30:35,ACCEPTED
TAP-20260901-00132,00104,Delta Cell,00113,Kestrel Telecom,GPRS,001130000000009,127,1.4533,0.2180,2026-09-01,2026-09-01 23:27:24,ACCEPTED
TAP-20260901-00133,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000013,375,4.1082,0.6162,2026-09-01,2026-09-01 05:42:56,ACCEPTED
TAP-20260901-00134,00101,Aurora Telecom,00111,Ivory Cellular,SMS_MO,001110000000015,12,0.6861,0.1029,2026-09-01,2026-09-01 01:47:19,ACCEPTED
TAP-20260901-00135,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000007,23,4.4059,0.6609,2026-09-01,2026-09-01 15:55:22,ACCEPTED
TAP-20260901-00136,00112,Juniper Mobile,00103,Cinder Wireless,GPRS,001030000000007,181,2.0104,0.3016,2026-09-01,2026-09-01 16:17:29,ACCEPTED
TAP-20260901-00137,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000004,675,6.9108,1.0366,2026-09-01,2026-09-01 16:21:37,ACCEPTED
TAP-20260901-00138,00119,Quartz Mobile,00103,Cinder Wireless,SMS_MO,001030000000005,5,0.2871,0.0431,2026-09-01,2026-09-01 03:32:43,ACCEPTED
TAP-20260901-00139,00113,Kestrel Telecom,00108,Harbor Wireless,MTC,001080000000014,1,0.1818,0.0273,2026-09-01,2026-09-01 20:42:28,REJECTED
TAP-20260901-00140,00111,Ivory Cellular,00101,Aurora Telecom,MTC,001010000000009,28,5.1783,0.7767,2026-09-01,2026-09-01 21:23:36,ACCEPTED
TAP-20260901-00141,00112,Juniper Mobile,00103,Cinder Wireless,GPRS,001030000000005,51,0.5355,0.0803,2026-09-01,2026-09-01 07:16:49,ACCEPTED
TAP-20260901-00142,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000015,46,0.5291,0.0794,2026-09-01,2026-09-01 12:18:30,ACCEPTED
TAP-20260901-00143,00112,Juniper Mobile,00107,Granite Mobile,MOC,001070000000005,22,9.9629,1.4944,2026-09-01,2026-09-01 12:29:04,ACCEPTED
TAP-20260901-00144,00108,Harbor Wireless,00107,Granite Mobile,GPRS,001070000000014,395,4.1199,0.6180,2026-09-01,2026-09-01 18:04:27,ACCEPTED
TAP-20260901-00145,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000008,7,0.4431,0.0665,2026-09-01,2026-09-01 18:56:36,ACCEPTED
TAP-20260901-00146,00116,Northwind Mobile,00105,Ember Networks,MOC,001050000000001,37,16.7037,2.5056,2026-09-01,2026-09-01 04:42:59,ACCEPTED
TAP-20260901-00147,00102,Borealis Mobile,00114,Lumen Wireless,GPRS,001140000000001,369,3.9006,0.5851,2026-09-01,2026-09-01 02:13:09,ACCEPTED
TAP-20260901-00148,00107,Granite Mobile,00108,Harbor Wireless,MTC,001080000000007,11,2.0660,0.3099,2026-09-01,2026-09-01 11:34:41,ACCEPTED
TAP-20260901-00149,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000004,12,0.7308,0.1096,2026-09-01,2026-09-01 02:25:23,ACCEPTED
TAP-20260901-00150,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000008,407,14.7426,2.2114,2026-09-01,2026-09-01 18:27:28,ACCEPTED
TAP-20260901-00151,00112,Juniper Mobile,00107,Granite Mobile,MTC,001070000000012,9,1.5537,0.2331,2026-09-01,2026-09-01 07:31:44,ACCEPTED
TAP-20260901-00152,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000003,594,6.7663,1.0149,2026-09-01,2026-09-01 20:06:45,REJECTED
TAP-20260901-00153,00102,Borealis Mobile,00114,Lumen Wireless,SMS_MO,001140000000005,11,0.6743,0.1011,2026-09-01,2026-09-01 04:23:38,ACCEPTED
TAP-20260901-00154,00119,Quartz Mobile,00103,Cinder Wireless,MTC,001030000000010,29,5.5903,0.8385,2026-09-01,2026-09-01 17:14:03,ACCEPTED
TAP-20260901-00155,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000002,819,8.7584,1.3138,2026-09-01,2026-09-01 09:14:04,ACCEPTED
TAP-20260901-00156,00107,Granite Mobile,00108,Harbor Wireless,MTC,001080000000003,15,2.8537,0.4281,2026-09-01,2026-09-01 23:13:34,ACCEPTED
TAP-20260901-00157,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000010,888,10.3879,1.5582,2026-09-01,2026-09-01 02:34:11,ACCEPTED
TAP-20260901-00158,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000014,1,0.0593,0.0089,2026-09-01,2026-09-01 11:17:00,ACCEPTED
TAP-20260901-00159,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000006,21,8.9948,1.3492,2026-09-01,2026-09-01 18:16:37,ACCEPTED
TAP-20260901-00160,00114,Lumen Wireless,00102,Borealis Mobile,SMS_MO,001020000000005,9,0.5633,0.0845,2026-09-01,2026-09-01 08:57:00,ACCEPTED
