TAP_FILE_ID,SENDER_PLMN,SENDER_NAME,RECIPIENT_PLMN,RECIPIENT_NAME,EVENT_TYPE,IMSI,CHARGED_UNITS,CHARGE_SDR,TAX_SDR,EVENT_DATE,EVENT_AT,SETTLEMENT_STATUS
TAP-20260903-01255,00113,Kestrel Telecom,00102,Borealis Mobile,MTC,001020000000015,27,4.8789,0.7318,2026-09-03,2026-09-03 12:56:59,ACCEPTED
TAP-20260903-01256,00111,Ivory Cellular,00102,Borealis Mobile,MTC,001020000000014,21,3.9877,0.5982,2026-09-03,2026-09-03 03:37:51,ACCEPTED
TAP-20260903-01257,00101,Aurora Telecom,00111,Ivory Cellular,SMS_MO,001110000000003,9,0.5171,0.0776,2026-09-03,2026-09-03 03:33:12,ACCEPTED
TAP-20260903-01258,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000008,26,4.7874,0.7181,2026-09-03,2026-09-03 11:31:27,ACCEPTED
TAP-20260903-01259,00119,Quartz Mobile,00103,Cinder Wireless,MTC,001030000000009,33,6.2679,0.9402,2026-09-03,2026-09-03 11:19:27,ACCEPTED
TAP-20260903-01260,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000001,15,2.7579,0.4137,2026-09-03,2026-09-03 19:08:26,ACCEPTED
TAP-20260903-01261,00102,Borealis Mobile,00114,Lumen Wireless,GPRS,001140000000013,114,1.1547,0.1732,2026-09-03,2026-09-03 06:35:39,ACCEPTED
TAP-20260903-01262,00103,Cinder Wireless,00112,Juniper Mobile,GPRS,001120000000007,218,2.4651,0.3698,2026-09-03,2026-09-03 23:32:15,ACCEPTED
TAP-20260903-01263,00116,Northwind Mobile,00103,Cinder Wireless,SMS_MO,001030000000011,12,0.7367,0.1105,2026-09-03,2026-09-03 10:45:58,ACCEPTED
TAP-20260903-01264,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000015,39,15.8797,2.3820,2026-09-03,2026-09-03 23:44:03,ACCEPTED
TAP-20260903-01265,00111,Ivory Cellular,00102,Borealis Mobile,MOC,001020000000002,37,16.3042,2.4456,2026-09-03,2026-09-03 05:01:09,ACCEPTED
TAP-20260903-01266,00114,Lumen Wireless,00102,Borealis Mobile,GPRS,001020000000011,240,2.6356,0.3953,2026-09-03,2026-09-03 06:09:58,ACCEPTED
TAP-20260903-01267,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000003,313,3.1994,0.4799,2026-09-03,2026-09-03 14:44:14,REJECTED
TAP-20260903-01268,00101,Aurora Telecom,00111,Ivory Cellular,SMS_MO,001110000000004,10,0.5618,0.0843,2026-09-03,2026-09-03 01:31:30,ACCEPTED
TAP-20260903-01269,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000004,32,5.9187,0.8878,2026-09-03,2026-09-03 17:14:59,ACCEPTED
TAP-20260903-01270,00114,Lumen Wireless,00102,Borealis Mobile,MOC,001020000000005,30,11.8926,1.7839,2026-09-03,2026-09-03 10:44:11,ACCEPTED
TAP-20260903-01271,00107,Granite Mobile,00108,Harbor Wireless,SMS_MO,001080000000002,1,0.0564,0.0085,2026-09-03,2026-09-03 03:23:54,ACCEPTED
TAP-20260903-01272,00114,Lumen Wireless,00102,Borealis Mobile,SMS_MO,001020000000007,3,0.1857,0.0279,2026-09-03,2026-09-03 20:50:20,ACCEPTED
TAP-20260903-01273,00116,Northwind Mobile,00105,Ember Networks,GPRS,001050000000014,664,7.3795,1.1069,2026-09-03,2026-09-03 22:43:58,ACCEPTED
TAP-20260903-01274,00112,Juniper Mobile,00103,Cinder Wireless,GPRS,001030000000013,93,1.1015,0.1652,2026-09-03,2026-09-03 20:00:30,ACCEPTED
TAP-20260903-01275,00119,Quartz Mobile,00103,Cinder Wireless,GPRS,001030000000002,611,6.3742,0.9561,2026-09-03,2026-09-03 09:08:30,ACCEPTED
TAP-20260903-01276,00111,Ivory Cellular,00102,Borealis Mobile,MOC,001020000000006,27,10.6719,1.6008,2026-09-03,2026-09-03 05:23:05,ACCEPTED
TAP-20260903-01277,00108,Harbor Wireless,00107,Granite Mobile,MOC,001070000000005,25,9.7276,1.4591,2026-09-03,2026-09-03 16:51:57,ACCEPTED
TAP-20260903-01278,00112,Juniper Mobile,00101,Aurora Telecom,GPRS,001010000000011,300,3.0754,0.4613,2026-09-03,2026-09-03 06:01:46,ACCEPTED
TAP-20260903-01279,00113,Kestrel Telecom,00102,Borealis Mobile,MOC,001020000000008,36,14.1851,2.1278,2026-09-03,2026-09-03 21:38:40,ACCEPTED
TAP-20260903-01280,00114,Lumen Wireless,00102,Borealis Mobile,GPRS,001020000000001,674,7.8589,1.1788,2026-09-03,2026-09-03 18:45:07,ACCEPTED
TAP-20260903-01281,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000015,37,14.6211,2.1932,2026-09-03,2026-09-03 03:17:14,ACCEPTED
TAP-20260903-01282,00108,Harbor Wireless,00107,Granite Mobile,SMS_MO,001070000000006,12,0.7573,0.1136,2026-09-03,2026-09-03 18:25:10,ACCEPTED
TAP-20260903-01283,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000013,25,10.7950,1.6192,2026-09-03,2026-09-03 19:46:08,ACCEPTED
TAP-20260903-01284,00113,Kestrel Telecom,00104,Delta Cell,SMS_MO,001040000000006,7,0.4060,0.0609,2026-09-03,2026-09-03 00:06:25,REJECTED
TAP-20260903-01285,00101,Aurora Telecom,00111,Ivory Cellular,MOC,001110000000012,34,14.3745,2.1562,2026-09-03,2026-09-03 15:21:48,ACCEPTED
TAP-20260903-01286,00111,Ivory Cellular,00105,Ember Networks,MOC,001050000000014,32,13.5039,2.0256,2026-09-03,2026-09-03 02:44:15,ACCEPTED
TAP-20260903-01287,00119,Quartz Mobile,00103,Cinder Wireless,MTC,001030000000012,16,2.7305,0.4096,2026-09-03,2026-09-03 20:14:07,ACCEPTED
TAP-20260903-01288,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000014,37,16.2224,2.4334,2026-09-03,2026-09-03 20:06:12,ACCEPTED
TAP-20260903-01289,00112,Juniper Mobile,00103,Cinder Wireless,GPRS,001030000000004,96,1.1235,0.1685,2026-09-03,2026-09-03 07:48:37,ACCEPTED
TAP-20260903-01290,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000001,22,3.9070,0.5860,2026-09-03,2026-09-03 18:59:31,ACCEPTED
TAP-20260903-01291,00119,Quartz Mobile,00103,Cinder Wireless,GPRS,001030000000006,613,6.4083,0.9612,2026-09-03,2026-09-03 19:23:44,ACCEPTED
TAP-20260903-01292,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000001,31,12.1236,1.8185,2026-09-03,2026-09-03 23:54:36,ACCEPTED
TAP-20260903-01293,00107,Granite Mobile,00108,Harbor Wireless,MOC,001080000000009,12,4.8523,0.7278,2026-09-03,2026-09-03 17:32:42,ACCEPTED
TAP-20260903-01294,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000005,272,9.3373,1.4006,2026-09-03,2026-09-03 14:14:38,ACCEPTED
TAP-20260903-01295,00112,Juniper Mobile,00103,Cinder Wireless,MTC,001030000000011,39,7.3393,1.1009,2026-09-03,2026-09-03 12:59:18,ACCEPTED
TAP-20260903-01296,00114,Lumen Wireless,00106,Fjord Telecom,SMS_MO,001060000000010,1,0.0584,0.0088,2026-09-03,2026-09-03 12:37:55,ACCEPTED
TAP-20260903-01297,00108,Harbor Wireless,00107,Granite Mobile,MOC,001070000000008,32,14.4856,2.1728,2026-09-03,2026-09-03 19:55:48,ACCEPTED
TAP-20260903-01298,00107,Granite Mobile,00105,Ember Networks,MTC,001050000000014,24,4.0815,0.6122,2026-09-03,2026-09-03 06:21:28,ACCEPTED
TAP-20260903-01299,00111,Ivory Cellular,00101,Aurora Telecom,MTC,001010000000005,1,0.1796,0.0269,2026-09-03,2026-09-03 14:04:11,ACCEPTED
TAP-20260903-01300,00111,Ivory Cellular,00102,Borealis Mobile,MTC,001020000000002,29,5.5766,0.8365,2026-09-03,2026-09-03 09:54:07,ACCEPTED
TAP-20260903-01301,00116,Northwind Mobile,00103,Cinder Wireless,GPRS,001030000000002,121,1.3318,0.1998,2026-09-03,2026-09-03 22:30:51,DISPUTED
TAP-20260903-01302,00101,Aurora Telecom,00111,Ivory Cellular,MTC,001110000000015,12,2.3216,0.3482,2026-09-03,2026-09-03 03:35:58,ACCEPTED
TAP-20260903-01303,00119,Quartz Mobile,00106,Fjord Telecom,MTC,001060000000014,6,1.0042,0.1506,2026-09-03,2026-09-03 19:44:00,ACCEPTED
TAP-20260903-01304,00107,Granite Mobile,00105,Ember Networks,SMS_MO,001050000000007,3,0.1899,0.0285,2026-09-03,2026-09-03 23:48:51,ACCEPTED
TAP-20260903-01305,00101,Aurora Telecom,00111,Ivory Cellular,GPRS,001110000000014,672,6.8919,1.0338,2026-09-03,2026-09-03 20:06:20,ACCEPTED
TAP-20260903-01306,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000012,615,7.0735,1.0610,2026-09-03,2026-09-03 22:17:14,ACCEPTED
TAP-20260903-01307,00111,Ivory Cellular,00105,Ember Networks,GPRS,001050000000010,873,9.9235,1.4885,2026-09-03,2026-09-03 20:48:54,ACCEPTED
TAP-20260903-01308,00114,Lumen Wireless,00106,Fjord Telecom,GPRS,001060000000008,406,4.4719,0.6708,2026-09-03,2026-09-03 05:01:04,ACCEPTED
TAP-20260903-01309,00111,Ivory Cellular,00101,Aurora Telecom,MTC,001010000000009,15,2.8449,0.4267,2026-09-03,2026-09-03 08:08:22,ACCEPTED
TAP-20260903-01310,00111,Ivory Cellular,00102,Borealis Mobile,MTC,001020000000009,29,5.2295,0.7844,2026-09-03,2026-09-03 17:52:34,ACCEPTED
TAP-20260903-01311,00112,Juniper Mobile,00101,Aurora Telecom,GPRS,001010000000014,123,1.4195,0.2129,2026-09-03,2026-09-03 23:54:54,ACCEPTED
TAP-20260903-01312,00111,Ivory Cellular,00105,Ember Networks,MTC,001050000000009,22,4.2651,0.6398,2026-09-03,2026-09-03 11:08:17,ACCEPTED
TAP-20260903-01313,00111,Ivory Cellular,00102,Borealis Mobile,MOC,001020000000006,17,7.3364,1.1005,2026-09-03,2026-09-03 11:11:38,ACCEPTED
TAP-20260903-01314,00107,Granite Mobile,00108,Harbor Wireless,MOC,001080000000006,21,9.0075,1.3511,2026-09-03,2026-09-03 12:45:56,ACCEPTED
TAP-20260903-01315,00107,Granite Mobile,00105,Ember Networks,SMS_MO,001050000000010,12,0.7289,0.1093,2026-09-03,2026-09-03 22:37:20,ACCEPTED
TAP-20260903-01316,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000006,14,5.8224,0.8734,2026-09-03,2026-09-03 23:35:17,ACCEPTED
TAP-20260903-01317,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000010,680,7.3746,1.1062,2026-09-03,2026-09-03 15:45:26,ACCEPTED
TAP-20260903-01318,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000008,11,0.6527,0.0979,2026-09-03,2026-09-03 11:13:35,ACCEPTED
TAP-20260903-01319,00116,Northwind Mobile,00101,Aurora Telecom,MOC,001010000000008,15,6.6157,0.9924,2026-09-03,2026-09-03 20:50:13,ACCEPTED
TAP-20260903-01320,00106,Fjord Telecom,00119,Quartz Mobile,SMS_MO,001190000000011,5,0.3085,0.0463,2026-09-03,2026-09-03 08:03:54,ACCEPTED
TAP-20260903-01321,00111,Ivory Cellular,00102,Borealis Mobile,GPRS,001020000000013,354,3.8387,0.5758,2026-09-03,2026-09-03 04:44:13,ACCEPTED
TAP-20260903-01322,00119,Quartz Mobile,00103,Cinder Wireless,MOC,001030000000014,5,1.9541,0.2931,2026-09-03,2026-09-03 21:13:24,ACCEPTED
TAP-20260903-01323,00111,Ivory Cellular,00102,Borealis Mobile,SMS_MO,001020000000009,6,0.3619,0.0543,2026-09-03,2026-09-03 07:03:32,ACCEPTED
TAP-20260903-01324,00116,Northwind Mobile,00105,Ember Networks,SMS_MO,001050000000006,3,0.1697,0.0255,2026-09-03,2026-09-03 10:03:53,ACCEPTED
TAP-20260903-01325,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000012,40,16.4632,2.4695,2026-09-03,2026-09-03 02:54:49,ACCEPTED
TAP-20260903-01326,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000003,345,11.3808,1.7071,2026-09-03,2026-09-03 01:52:47,ACCEPTED
TAP-20260903-01327,00114,Lumen Wireless,00102,Borealis Mobile,MOC,001020000000010,40,15.4758,2.3214,2026-09-03,2026-09-03 13:43:26,ACCEPTED
TAP-20260903-01328,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000009,9,1.7487,0.2623,2026-09-03,2026-09-03 01:43:05,ACCEPTED
TAP-20260903-01329,00101,Aurora Telecom,00111,Ivory Cellular,GPRS,001110000000013,790,8.8237,1.3236,2026-09-03,2026-09-03 03:06:29,ACCEPTED
TAP-20260903-01330,00106,Fjord Telecom,00119,Quartz Mobile,SMS_MO,001190000000011,11,0.6104,0.0916,2026-09-03,2026-09-03 22:42:11,ACCEPTED
TAP-20260903-01331,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000007,885,8.9841,1.3476,2026-09-03,2026-09-03 22:27:35,ACCEPTED
TAP-20260903-01332,00119,Quartz Mobile,00106,Fjord Telecom,MTC,001060000000004,10,1.7159,0.2574,2026-09-03,2026-09-03 13:12:39,ACCEPTED
TAP-20260903-01333,00101,Aurora Telecom,00111,Ivory Cellular,GPRS,001110000000002,352,3.8927,0.5839,2026-09-03,2026-09-03 20:18:13,ACCEPTED
TAP-20260903-01334,00111,Ivory Cellular,00101,Aurora Telecom,GPRS,001010000000001,413,4.7094,0.7064,2026-09-03,2026-09-03 15:24:32,ACCEPTED
TAP-20260903-01335,00113,Kestrel Telecom,00102,Borealis Mobile,MOC,001020000000005,19,7.4057,1.1109,2026-09-03,2026-09-03 23:55:10,REJECTED
TAP-20260903-01336,00116,Northwind Mobile,00101,Aurora Telecom,SMS_MO,001010000000011,11,0.6889,0.1033,2026-09-03,2026-09-03 06:45:09,DISPUTED
TAP-20260903-01337,00108,Harbor Wireless,00107,Granite Mobile,MTC,001070000000012,37,6.7226,1.0084,2026-09-03,2026-09-03 11:12:05,ACCEPTED
TAP-20260903-01338,00107,Granite Mobile,00108,Harbor Wireless,SMS_MO,001080000000013,3,0.1781,0.0267,2026-09-03,2026-09-03 11:29:04,ACCEPTED
TAP-20260903-01339,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000004,708,8.2523,1.2378,2026-09-03,2026-09-03 19:20:12,ACCEPTED
TAP-20260903-01340,00107,Granite Mobile,00105,Ember Networks,SMS_MO,001050000000008,11,0.6822,0.1023,2026-09-03,2026-09-03 06:56:02,ACCEPTED
TAP-20260903-01341,00119,Quartz Mobile,00106,Fjord Telecom,MOC,001060000000013,32,12.8635,1.9295,2026-09-03,2026-09-03 09:36:27,ACCEPTED
TAP-20260903-01342,00106,Fjord Telecom,00119,Quartz Mobile,SMS_MO,001190000000005,8,0.4867,0.0730,2026-09-03,2026-09-03 16:38:01,ACCEPTED
TAP-20260903-01343,00111,Ivory Cellular,00101,Aurora Telecom,SMS_MO,001010000000005,9,0.5783,0.0867,2026-09-03,2026-09-03 01:46:17,ACCEPTED
TAP-20260903-01344,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000009,514,6.0853,0.9128,2026-09-03,2026-09-03 16:13:48,ACCEPTED
TAP-20260903-01345,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000013,726,23.5972,3.5396,2026-09-03,2026-09-03 07:01:21,DISPUTED
TAP-20260903-01346,00116,Northwind Mobile,00103,Cinder Wireless,SMS_MO,001030000000008,12,0.7255,0.1088,2026-09-03,2026-09-03 15:46:35,ACCEPTED
TAP-20260903-01347,00116,Northwind Mobile,00101,Aurora Telecom,MTC,001010000000015,21,3.8080,0.5712,2026-09-03,2026-09-03 00:27:47,ACCEPTED
TAP-20260903-01348,00113,Kestrel Telecom,00104,Delta Cell,SMS_MO,001040000000004,10,0.5849,0.0877,2026-09-03,2026-09-03 20:14:39,ACCEPTED
TAP-20260903-01349,00111,Ivory Cellular,00105,Ember Networks,GPRS,001050000000012,792,8.1518,1.2228,2026-09-03,2026-09-03 10:37:14,ACCEPTED
TAP-20260903-01350,00111,Ivory Cellular,00105,Ember Networks,MTC,001050000000006,13,2.2635,0.3395,2026-09-03,2026-09-03 13:37:28,ACCEPTED
TAP-20260903-01351,00113,Kestrel Telecom,00104,Delta Cell,SMS_MO,001040000000007,11,0.6529,0.0979,2026-09-03,2026-09-03 00:39:26,ACCEPTED
TAP-20260903-01352,00112,Juniper Mobile,00103,Cinder Wireless,SMS_MO,001030000000015,1,0.0638,0.0096,2026-09-03,2026-09-03 11:42:01,ACCEPTED
TAP-20260903-01353,00107,Granite Mobile,00105,Ember Networks,GPRS,001050000000014,480,5.0278,0.7542,2026-09-03,2026-09-03 04:18:41,ACCEPTED
TAP-20260903-01354,00113,Kestrel Telecom,00104,Delta Cell,MTC,001040000000005,40,7.6118,1.1418,2026-09-03,2026-09-03 13:54:32,ACCEPTED
TAP-20260903-01355,00112,Juniper Mobile,00103,Cinder Wireless,MTC,001030000000011,18,3.2622,0.4893,2026-09-03,2026-09-03 20:22:04,ACCEPTED
TAP-20260903-01356,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000012,830,30.3073,4.5461,2026-09-03,2026-09-03 11:06:00,ACCEPTED
TAP-20260903-01357,00111,Ivory Cellular,00102,Borealis Mobile,SMS_MO,001020000000006,4,0.2459,0.0369,2026-09-03,2026-09-03 10:02:36,ACCEPTED
TAP-20260903-01358,00114,Lumen Wireless,00102,Borealis Mobile,SMS_MO,001020000000004,1,0.0580,0.0087,2026-09-03,2026-09-03 20:47:04,ACCEPTED
TAP-20260903-01359,00114,Lumen Wireless,00104,Delta Cell,SMS_MO,001040000000009,9,0.5189,0.0778,2026-09-03,2026-09-03 00:23:00,ACCEPTED
TAP-20260903-01360,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000011,789,8.3913,1.2587,2026-09-03,2026-09-03 02:54:15,ACCEPTED
TAP-20260903-01361,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000006,438,4.7155,0.7073,2026-09-03,2026-09-03 01:06:38,ACCEPTED
TAP-20260903-01362,00113,Kestrel Telecom,00104,Delta Cell,GPRS,001040000000013,563,6.6423,0.9963,2026-09-03,2026-09-03 06:46:07,ACCEPTED
TAP-20260903-01363,00116,Northwind Mobile,00105,Ember Networks,GPRS,001050000000014,252,2.6262,0.3939,2026-09-03,2026-09-03 15:56:16,ACCEPTED
TAP-20260903-01364,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000003,11,0.6224,0.0934,2026-09-03,2026-09-03 00:20:25,ACCEPTED
TAP-20260903-01365,00106,Fjord Telecom,00119,Quartz Mobile,GPRS,001190000000013,252,2.9661,0.4449,2026-09-03,2026-09-03 17:59:52,ACCEPTED
TAP-20260903-01366,00116,Northwind Mobile,00101,Aurora Telecom,MOC,001010000000006,21,9.3510,1.4027,2026-09-03,2026-09-03 02:40:17,ACCEPTED
TAP-20260903-01367,00107,Granite Mobile,00108,Harbor Wireless,MOC,001080000000001,14,6.3427,0.9514,2026-09-03,2026-09-03 07:12:12,ACCEPTED
TAP-20260903-01368,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000008,7,3.0958,0.4644,2026-09-03,2026-09-03 17:19:27,ACCEPTED
TAP-20260903-01369,00116,Northwind Mobile,00101,Aurora Telecom,SMS_MO,001010000000002,3,0.1892,0.0284,2026-09-03,2026-09-03 05:43:42,ACCEPTED
TAP-20260903-01370,00114,Lumen Wireless,00106,Fjord Telecom,GPRS,001060000000010,40,0.4548,0.0682,2026-09-03,2026-09-03 10:19:15,ACCEPTED
TAP-20260903-01371,00111,Ivory Cellular,00101,Aurora Telecom,MOC,001010000000015,30,12.4375,1.8656,2026-09-03,2026-09-03 19:44:01,ACCEPTED
TAP-20260903-01372,00108,Harbor Wireless,00107,Granite Mobile,MTC,001070000000011,9,1.7097,0.2565,2026-09-03,2026-09-03 18:14:36,ACCEPTED
TAP-20260903-01373,00111,Ivory Cellular,00101,Aurora Telecom,MOC,001010000000011,10,3.9644,0.5947,2026-09-03,2026-09-03 07:03:42,ACCEPTED
TAP-20260903-01374,00113,Kestrel Telecom,00104,Delta Cell,MTC,001040000000007,8,1.4918,0.2238,2026-09-03,2026-09-03 16:59:38,REJECTED
TAP-20260903-01375,00112,Juniper Mobile,00101,Aurora Telecom,GPRS,001010000000010,144,1.5557,0.2334,2026-09-03,2026-09-03 21:55:51,ACCEPTED
TAP-20260903-01376,00104,Delta Cell,00113,Kestrel Telecom,GPRS,001130000000014,251,2.9556,0.4433,2026-09-03,2026-09-03 04:37:54,ACCEPTED
TAP-20260903-01377,00113,Kestrel Telecom,00104,Delta Cell,MTC,001040000000004,36,6.7235,1.0085,2026-09-03,2026-09-03 22:44:12,ACCEPTED
TAP-20260903-01378,00101,Aurora Telecom,00116,Northwind Mobile,MTC,001160000000003,35,6.5875,0.9881,2026-09-03,2026-09-03 19:13:08,ACCEPTED
TAP-20260903-01379,00114,Lumen Wireless,00104,Delta Cell,SMS_MO,001040000000009,8,0.4983,0.0747,2026-09-03,2026-09-03 11:50:15,ACCEPTED
TAP-20260903-01380,00119,Quartz Mobile,00106,Fjord Telecom,SMS_MO,001060000000013,4,0.2502,0.0375,2026-09-03,2026-09-03 03:50:26,ACCEPTED
TAP-20260903-01381,00113,Kestrel Telecom,00104,Delta Cell,MOC,001040000000007,6,2.5940,0.3891,2026-09-03,2026-09-03 08:21:56,ACCEPTED
TAP-20260903-01382,00103,Cinder Wireless,00112,Juniper Mobile,GPRS,001120000000004,448,4.6655,0.6998,2026-09-03,2026-09-03 18:36:11,ACCEPTED
TAP-20260903-01383,00111,Ivory Cellular,00102,Borealis Mobile,MOC,001020000000004,9,3.8863,0.5829,2026-09-03,2026-09-03 16:21:12,ACCEPTED
TAP-20260903-01384,00111,Ivory Cellular,00101,Aurora Telecom,MOC,001010000000003,28,10.8414,1.6262,2026-09-03,2026-09-03 09:54:24,ACCEPTED
TAP-20260903-01385,00103,Cinder Wireless,00112,Juniper Mobile,MTC,001120000000012,24,4.2634,0.6395,2026-09-03,2026-09-03 16:05:02,ACCEPTED
TAP-20260903-01386,00113,Kestrel Telecom,00104,Delta Cell,SMS_MO,001040000000002,1,0.0633,0.0095,2026-09-03,2026-09-03 04:17:24,REJECTED
TAP-20260903-01387,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000015,38,6.4169,0.9625,2026-09-03,2026-09-03 19:46:12,ACCEPTED
TAP-20260903-01388,00104,Delta Cell,00113,Kestrel Telecom,GPRS,001130000000010,20,0.2334,0.0350,2026-09-03,2026-09-03 17:27:24,ACCEPTED
TAP-20260903-01389,00114,Lumen Wireless,00106,Fjord Telecom,SMS_MO,001060000000008,12,0.6847,0.1027,2026-09-03,2026-09-03 23:14:28,ACCEPTED
TAP-20260903-01390,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000012,704,7.2359,1.0854,2026-09-03,2026-09-03 09:27:11,ACCEPTED
TAP-20260903-01391,00116,Northwind Mobile,00105,Ember Networks,SMS_MO,001050000000015,11,0.6744,0.1012,2026-09-03,2026-09-03 01:21:00,ACCEPTED
TAP-20260903-01392,00112,Juniper Mobile,00101,Aurora Telecom,GPRS,001010000000002,743,7.9915,1.1987,2026-09-03,2026-09-03 21:47:02,ACCEPTED
TAP-20260903-01393,00114,Lumen Wireless,00104,Delta Cell,GPRS,001040000000009,432,5.1239,0.7686,2026-09-03,2026-09-03 08:50:14,ACCEPTED
TAP-20260903-01394,00111,Ivory Cellular,00105,Ember Networks,MOC,001050000000008,8,3.1120,0.4668,2026-09-03,2026-09-03 18:26:44,ACCEPTED
TAP-20260903-01395,00111,Ivory Cellular,00101,Aurora Telecom,GPRS,001010000000010,750,8.5557,1.2834,2026-09-03,2026-09-03 20:04:33,ACCEPTED
TAP-20260903-01396,00116,Northwind Mobile,00101,Aurora Telecom,GPRS,001010000000006,722,24.8079,3.7212,2026-09-03,2026-09-03 21:32:15,ACCEPTED
TAP-20260903-01397,00114,Lumen Wireless,00106,Fjord Telecom,SMS_MO,001060000000008,3,0.1813,0.0272,2026-09-03,2026-09-03 11:20:28,ACCEPTED
TAP-20260903-01398,00111,Ivory Cellular,00102,Borealis Mobile,MTC,001020000000007,22,4.0319,0.6048,2026-09-03,2026-09-03 11:53:30,ACCEPTED
TAP-20260903-01399,00114,Lumen Wireless,00104,Delta Cell,MTC,001040000000006,25,4.4281,0.6642,2026-09-03,2026-09-03 19:29:27,ACCEPTED
TAP-20260903-01400,00106,Fjord Telecom,00119,Quartz Mobile,MTC,001190000000014,4,0.7719,0.1158,2026-09-03,2026-09-03 06:10:20,ACCEPTED
TAP-20260903-01401,00111,Ivory Cellular,00101,Aurora Telecom,MOC,001010000000014,31,13.8814,2.0822,2026-09-03,2026-09-03 18:45:52,ACCEPTED
TAP-20260903-01402,00119,Quartz Mobile,00106,Fjord Telecom,GPRS,001060000000003,323,3.6621,0.5493,2026-09-03,2026-09-03 07:07:37,ACCEPTED
TAP-20260903-01403,00106,Fjord Telecom,00119,Quartz Mobile,MOC,001190000000014,26,11.1977,1.6797,2026-09-03,2026-09-03 19:59:20,ACCEPTED
